Gene ID,gene_name,gene_product,"B1-MG data, non-normalized",,,"B1-MG data, normalized",,,"MG-SG data, non-normalized",,,"MG-SG data, normalized",,,"SG-B2 data, non-normalized",,,"SG-B2 data, normalized",,,"SG-B2 data, normalized, BS fitness-corrected",,,"Blood stage fitness data (Bushell et al., 2017)",,Classified as metabolic?,Metabolic subsystem(s),Go Biological Process (computed),GO Biological Process (curated)
PBANKA_1364100,,"conserved Plasmodium protein, unknown function",0.093,0.099,not reduced,-0.242,0.129,not reduced,0.154,0.090,not reduced,-0.165,0.121,not reduced,-0.006,0.045,not reduced,-0.281,0.063,not reduced,-0.152,0.199,not reduced,0.963,Dispensable,,, , 
PBANKA_1212200,,"conserved Plasmodium protein, unknown function",0.421,0.090,not reduced,0.045,0.108,not reduced,-0.023,0.095,not reduced,-0.400,0.122,not reduced,-0.795,0.648,no power,-1.950,0.766,no power,-0.151,0.787,no power,0.659,Slow,,, , 
PBANKA_0507200,,"conserved Plasmodium protein, unknown function",-0.347,0.115,not reduced,-0.686,0.134,not reduced,0.056,0.129,not reduced,-0.488,0.155,not reduced,0.781,0.151,not reduced,-0.035,0.183,not reduced,-0.146,0.208,not reduced,1.025,Dispensable,,, , 
PBANKA_0515350,,"OTU-like cysteine protease, putative",0.132,0.089,not reduced,-0.341,0.114,not reduced,0.254,0.058,not reduced,-0.100,0.077,not reduced,0.556,0.086,not reduced,0.095,0.116,not reduced,-0.140,0.143,not reduced,1.042,Dispensable,,, , 
PBANKA_1000600,,erythrocyte membrane antigen 1,-0.226,0.209,not reduced,-0.793,0.231,no power,0.379,0.239,not reduced,0.099,0.262,not reduced,0.236,0.296,not reduced,-0.462,0.319,no power,-0.139,0.355,not reduced,0.926,Dispensable,,, , 
PBANKA_1207400,,"conserved Plasmodium protein, unknown function",0.300,0.160,not reduced,0.008,0.222,not reduced,0.111,0.134,not reduced,0.025,0.180,not reduced,0.139,0.165,not reduced,-0.053,0.228,not reduced,-0.139,0.298,not reduced,1.018,Dispensable,,, , 
PBANKA_1220900,,"conserved Plasmodium protein, unknown function",0.477,0.111,not reduced,0.010,0.128,not reduced,0.162,0.091,not reduced,-0.073,0.108,not reduced,-0.302,0.156,not reduced,-0.780,0.186,no power,-0.135,0.338,not reduced,0.834,Dispensable,,, , 
PBANKA_1005900,,"zinc finger, RAN binding protein, putative",0.205,0.097,not reduced,-0.063,0.124,not reduced,0.467,0.095,not reduced,-1.492,0.177,reduced,0.219,0.058,not reduced,-0.124,0.076,not reduced,-0.129,0.160,not reduced,0.985,Dispensable,,, , 
PBANKA_1007600,EVP1,"erythrocyte vesicle protein 1, putative",0.381,0.068,not reduced,-0.308,0.094,not reduced,-0.197,0.058,not reduced,-0.580,0.083,not reduced,0.061,0.090,not reduced,-0.544,0.125,not reduced,-0.120,0.320,not reduced,0.906,Dispensable,,, , 
PBANKA_0507800,,"conserved Plasmodium protein, unknown function",-0.350,0.114,not reduced,-0.699,0.132,not reduced,0.075,0.123,not reduced,-0.404,0.148,not reduced,0.843,0.148,not reduced,0.028,0.179,not reduced,-0.116,0.276,not reduced,1.012,Dispensable,,, , 
PBANKA_0810700,SPM1,"subpellicular microtubule protein 1, putative",-0.710,0.053,not reduced,-1.079,0.069,no power,-0.074,0.064,not reduced,-0.433,0.082,not reduced,0.611,0.066,not reduced,0.042,0.084,not reduced,-0.116,0.242,not reduced,1.001,Dispensable,,, , 
PBANKA_0616400,,"conserved Plasmodium protein, unknown function",0.251,0.099,not reduced,-0.223,0.125,not reduced,-0.242,0.075,not reduced,-0.598,0.094,not reduced,0.540,0.115,not reduced,0.048,0.147,not reduced,-0.106,0.200,not reduced,1.029,Dispensable,,, , 
PBANKA_1107000,,"conserved Plasmodium protein, unknown function",0.314,0.574,not reduced,0.004,0.684,no power,-1.100,0.175,no power,-2.693,0.215,reduced,0.373,0.114,not reduced,-0.518,0.144,not reduced,-0.100,0.284,not reduced,0.938,Dispensable,,, , 
PBANKA_1444800,TLAP1,"thioredoxin-like associated protein 1, putative",0.143,0.160,not reduced,-0.140,0.222,not reduced,0.209,0.134,not reduced,0.111,0.180,not reduced,-0.152,0.165,not reduced,-0.331,0.228,not reduced,-0.096,0.400,not reduced,0.964,Dispensable,,, , 
PBANKA_0111600,ROP14,"rhoptry protein ROP14, putative",0.181,0.091,not reduced,-0.269,0.124,not reduced,-0.073,0.054,not reduced,-0.543,0.075,not reduced,0.586,0.149,not reduced,-0.054,0.200,not reduced,-0.095,0.271,not reduced,1.008,Dispensable,,, , 
PBANKA_1400071,,BIR protein,1.690,0.373,not reduced,0.618,0.440,not reduced,-0.631,0.246,no power,-0.866,0.308,no power,0.268,0.422,not reduced,-0.688,0.514,no power,-0.094,0.545,no power,0.871,Slow,,, , 
PBANKA_0704400,,"alpha/beta hydrolase, putative",-0.162,0.096,not reduced,-0.428,0.123,not reduced,0.497,0.096,not reduced,-1.513,0.177,reduced,0.303,0.061,not reduced,-0.056,0.078,not reduced,-0.086,0.112,not reduced,1.006,Dispensable,,, , 
PBANKA_0515200,MORN1,"MORN repeat-containing protein 1, putative",0.375,0.087,not reduced,-0.148,0.104,not reduced,0.120,0.076,not reduced,-0.223,0.093,not reduced,0.743,0.069,not reduced,0.042,0.088,not reduced,-0.071,0.152,not reduced,0.997,Dispensable,,, , 
PBANKA_0214500,,"conserved Plasmodium protein, unknown function",-0.247,0.092,not reduced,-0.517,0.119,not reduced,0.460,0.094,not reduced,-1.514,0.176,reduced,0.161,0.053,not reduced,-0.177,0.070,not reduced,-0.059,0.105,not reduced,0.971,Dispensable,,, , 
PBANKA_0400500,,BIR protein,-0.260,0.174,not reduced,-0.800,0.195,no power,0.514,0.155,not reduced,0.048,0.178,not reduced,0.556,0.125,not reduced,-0.329,0.150,not reduced,-0.055,0.236,not reduced,0.953,Dispensable,,, , 
PBANKA_1014700,,"conserved Plasmodium protein, unknown function",-0.083,0.103,not reduced,-0.419,0.134,not reduced,-0.415,0.106,not reduced,-0.742,0.136,no power,0.128,0.074,not reduced,-0.127,0.093,not reduced,-0.040,0.227,not reduced,0.994,Dispensable,,, , 
PBANKA_0411900,,"conserved Plasmodium protein, unknown function",0.523,0.446,not reduced,0.097,0.546,not reduced,-0.903,0.100,no power,-2.547,0.142,reduced,0.973,0.088,not reduced,0.014,0.115,not reduced,-0.025,0.247,not reduced,1.008,Dispensable,,, , 
PBANKA_0206100,,"carbon catabolite repressor protein 4, putative",0.221,0.120,not reduced,-0.040,0.148,not reduced,0.021,0.135,not reduced,-1.699,0.196,reduced,0.320,0.093,not reduced,-0.166,0.116,not reduced,-0.023,0.267,not reduced,0.922,Dispensable,,, , 
PBANKA_0909500,,"AAA family ATPase, putative",0.503,0.159,not reduced,-0.265,0.204,not reduced,-0.012,0.129,not reduced,-0.772,0.174,no power,0.439,0.074,not reduced,-0.278,0.103,not reduced,-0.021,0.165,not reduced,0.936,Dispensable,,, , 
PBANKA_0401700,,"conserved Plasmodium protein, unknown function",-0.092,0.093,not reduced,-0.359,0.120,not reduced,0.362,0.094,not reduced,-1.572,0.176,reduced,0.031,0.054,not reduced,-0.307,0.071,not reduced,-0.021,0.146,not reduced,0.933,Dispensable,,, , 
PBANKA_1030800,,"conserved protein, unknown function",-0.150,0.097,not reduced,-1.334,0.121,reduced,-0.402,0.107,not reduced,-0.779,0.130,no power,0.190,0.130,not reduced,-1.389,0.179,reduced,-0.007,0.316,not reduced,0.784,Slow,,, , 
PBANKA_1032200,,"WD repeat-containing protein, putative",-0.028,0.158,not reduced,-0.360,0.189,not reduced,0.839,0.173,not reduced,0.533,0.204,not reduced,0.020,0.137,not reduced,-0.269,0.157,not reduced,-0.007,0.480,not reduced,0.772,Dispensable,,, , 
PBANKA_1234300,CCR4,"carbon catabolite repressor protein 4, putative",0.013,0.128,not reduced,-0.244,0.155,not reduced,0.636,0.143,not reduced,-1.129,0.204,no power,-0.205,0.091,not reduced,-0.609,0.112,not reduced,-0.005,0.230,not reduced,0.884,Dispensable,,, , 
PBANKA_1230300,,"conserved Plasmodium protein, unknown function",0.891,0.155,not reduced,0.554,0.186,not reduced,0.364,0.162,not reduced,0.020,0.193,not reduced,-0.136,0.180,not reduced,-0.411,0.199,not reduced,-0.005,0.328,not reduced,0.900,Dispensable,,, , 
PBANKA_1034800,,"conserved Plasmodium protein, unknown function",-0.651,0.136,not reduced,-1.074,0.155,no power,-0.022,0.081,not reduced,-0.488,0.097,not reduced,0.717,0.103,not reduced,0.042,0.121,not reduced,0.001,0.224,not reduced,0.996,Dispensable,,, , 
PBANKA_0210100,,"vacuolar protein sorting-associated protein VTA1, putative",0.218,0.113,not reduced,-0.225,0.148,not reduced,-0.261,0.069,not reduced,-0.729,0.094,not reduced,0.590,0.158,not reduced,-0.062,0.211,not reduced,0.016,0.318,not reduced,0.988,Dispensable,,, , 
PBANKA_0806100,,"conserved Plasmodium protein, unknown function",-0.121,0.139,not reduced,-0.565,0.173,not reduced,-0.159,0.084,not reduced,-0.644,0.106,not reduced,0.591,0.186,not reduced,-0.075,0.239,not reduced,0.021,0.395,not reduced,0.967,Dispensable,,, , 
PBANKA_0606200,,"blood stage antigen 41-3 precursor, putative",0.517,0.160,not reduced,0.198,0.221,not reduced,-0.992,0.134,no power,-1.071,0.180,no power,0.252,0.165,not reduced,0.070,0.227,not reduced,0.023,0.321,not reduced,1.015,Dispensable,,, , 
PBANKA_0409500,,"conserved Plasmodium protein, unknown function",0.464,0.133,not reduced,0.043,0.153,not reduced,0.039,0.064,not reduced,-0.409,0.079,not reduced,0.479,0.088,not reduced,-0.167,0.108,not reduced,0.026,0.220,not reduced,0.973,Dispensable,,, , 
PBANKA_0309700,,"multidrug efflux pump, putative",-0.238,0.249,not reduced,-0.764,0.267,no power,-0.163,0.336,not reduced,-0.510,0.353,no power,0.351,0.523,not reduced,-0.321,0.543,no power,0.033,0.662,no power,0.920,Dispensable,,, , 
PBANKA_1420400,NELFA,"negative elongation factor A, putative",-0.641,0.125,not reduced,-0.976,0.155,no power,-0.112,0.145,not reduced,-0.439,0.175,not reduced,-0.200,0.140,not reduced,-0.491,0.159,not reduced,0.034,0.187,not reduced,0.866,Slow,,, , 
PBANKA_1029700,,"ubiquitin-conjugating enzyme, putative",-0.318,0.077,not reduced,-0.841,0.094,no power,-1.004,0.092,no power,-1.354,0.109,reduced,0.837,0.089,not reduced,0.153,0.107,not reduced,0.040,0.191,not reduced,1.023,Dispensable,,, , 
PBANKA_0702700,ROM3,rhomboid protease ROM3,0.940,0.027,not reduced,0.467,0.041,not reduced,-1.557,0.027,reduced,-2.037,0.040,reduced,1.606,0.041,not reduced,0.065,0.059,not reduced,0.062,0.114,not reduced,0.997,Dispensable,,, , 
PBANKA_0522100,,"conserved Plasmodium protein, unknown function",0.294,0.645,not reduced,-0.416,0.690,no power,-0.120,0.590,no power,-0.585,0.648,no power,0.702,0.733,not reduced,-0.941,0.819,no power,0.068,1.023,no power,0.813,Dispensable,,, , 
PBANKA_1337300,,"conserved Plasmodium protein, unknown function",-0.174,0.063,not reduced,-0.549,0.081,not reduced,0.040,0.066,not reduced,-0.339,0.094,not reduced,-0.067,0.262,not reduced,-0.788,0.351,no power,0.075,0.379,not reduced,0.820,Slow,,, , 
PBANKA_1410200,,"cytochrome c2 precursor,putative",0.476,0.099,not reduced,0.144,0.129,not reduced,-0.281,0.090,not reduced,-0.600,0.121,not reduced,0.507,0.045,not reduced,0.237,0.063,not reduced,0.081,0.147,not reduced,1.043,Dispensable,,, , 
PBANKA_1245700,,"conserved Plasmodium protein, unknown function",0.158,0.111,not reduced,-0.174,0.141,not reduced,0.443,0.105,not reduced,0.116,0.136,not reduced,0.104,0.061,not reduced,-0.158,0.079,not reduced,0.083,0.274,not reduced,0.935,Dispensable,,, , 
PBANKA_1312800,,"conserved Plasmodium protein, unknown function",0.228,0.190,not reduced,-0.147,0.222,not reduced,0.685,0.242,not reduced,-2.171,0.361,reduced,0.813,0.177,not reduced,0.467,0.196,not reduced,0.090,0.368,not reduced,0.930,Dispensable,,, , 
PBANKA_1110800,,"conserved Plasmodium protein, unknown function",0.555,0.139,not reduced,-0.287,0.164,not reduced,0.270,0.139,not reduced,-0.219,0.171,not reduced,0.565,0.141,not reduced,-0.311,0.171,not reduced,0.092,0.354,not reduced,0.859,Dispensable,,, , 
PBANKA_0306000,P230p,6-cysteine protein,-0.012,0.335,not reduced,-0.439,0.356,no power,0.562,0.288,not reduced,0.090,0.318,not reduced,0.946,0.476,not reduced,0.199,0.504,not reduced,0.094,0.555,no power,1.005,Dispensable,,, , 
PBANKA_1246600,CP1,fam-b protein,0.430,0.109,not reduced,-0.157,0.141,not reduced,0.217,0.100,not reduced,-0.347,0.136,not reduced,0.476,0.044,not reduced,-0.229,0.060,not reduced,0.100,0.258,not reduced,0.965,Dispensable,,, , 
PBANKA_0410100,,"E3 ubiquitin-protein ligase, putative",-0.151,0.087,not reduced,-0.678,0.104,not reduced,-0.267,0.087,not reduced,-0.610,0.104,not reduced,0.649,0.082,not reduced,-0.034,0.100,not reduced,0.102,0.142,not reduced,0.965,Dispensable,,, , 
PBANKA_0311900,,"RING zinc finger protein, putative",-0.074,0.106,not reduced,-1.220,0.131,no power,-0.079,0.093,not reduced,-0.474,0.117,not reduced,0.918,0.127,not reduced,-0.882,0.172,no power,0.111,0.263,not reduced,0.795,Slow,,, , 
PBANKA_1233600,PSOP13,"secreted ookinete protein, putative",0.712,0.088,not reduced,0.298,0.107,not reduced,-1.695,0.048,reduced,-2.136,0.064,reduced,0.774,0.085,not reduced,0.093,0.104,not reduced,0.121,0.224,not reduced,0.978,Dispensable,,, , 
PBANKA_0906100,,"conserved Plasmodium protein, unknown function",0.394,0.078,not reduced,-0.273,0.101,not reduced,0.301,0.067,not reduced,-0.304,0.096,not reduced,-0.717,0.106,not reduced,-1.104,0.138,no power,0.123,0.293,not reduced,0.744,Slow,,, , 
PBANKA_1144700,ERCC4,"DNA repair endonuclease, putative",0.208,0.085,not reduced,-0.037,0.113,not reduced,-0.214,0.070,not reduced,-0.443,0.099,not reduced,-0.039,0.231,not reduced,-0.294,0.286,not reduced,0.127,0.443,not reduced,0.791,Slow,,, , 
PBANKA_0821600,,"conserved Plasmodium protein, unknown function",0.091,0.128,not reduced,-0.167,0.155,not reduced,0.355,0.149,not reduced,-1.630,0.226,reduced,-0.155,0.116,not reduced,-0.605,0.135,not reduced,0.128,0.248,not reduced,0.810,Slow,,, , 
PBANKA_0931500,FT2,"folate transporter 2, putative",1.488,0.092,not reduced,1.223,0.119,not reduced,-1.920,0.095,reduced,-4.131,0.176,reduced,0.240,0.056,not reduced,-0.123,0.073,not reduced,0.131,0.121,not reduced,0.944,Dispensable,,, , 
PBANKA_1315300,LAP5,LCCL domain-containing protein,0.397,0.557,not reduced,0.070,0.639,no power,-0.940,0.527,no power,-1.572,0.610,no power,0.274,0.634,not reduced,0.282,0.719,no power,0.138,0.732,no power,1.033,Dispensable,,, , 
PBANKA_1225200,,"acetyltransferase, putative",0.259,0.286,not reduced,-0.151,0.386,not reduced,-0.268,0.059,not reduced,-1.920,0.101,reduced,0.941,0.065,not reduced,-0.020,0.093,not reduced,0.154,0.183,not reduced,0.961,Dispensable,,, , 
PBANKA_1422800,,"conserved Plasmodium protein, unknown function",-0.062,0.172,not reduced,-0.397,0.192,not reduced,-0.456,0.231,not reduced,-0.923,0.257,no power,0.965,0.380,not reduced,0.242,0.409,not reduced,0.160,0.427,not reduced,1.024,Dispensable,,, , 
PBANKA_1000800,,"conserved Plasmodium protein, unknown function",-0.408,0.091,not reduced,-1.077,0.117,no power,0.337,0.102,not reduced,-0.036,0.127,not reduced,0.249,0.150,not reduced,-0.394,0.187,not reduced,0.171,0.252,not reduced,0.886,Dispensable,,, , 
PBANKA_1338100,,"conserved Plasmodium protein, unknown function",0.490,0.070,not reduced,0.093,0.084,not reduced,-1.372,0.065,reduced,-1.736,0.083,reduced,0.833,0.070,not reduced,0.274,0.088,not reduced,0.172,0.241,not reduced,1.051,Dispensable,,, , 
PBANKA_0619200,PSOP1,"secreted ookinete protein, putative",-0.662,0.057,not reduced,-1.036,0.074,no power,0.298,0.060,not reduced,-0.084,0.087,not reduced,0.204,0.195,not reduced,-0.473,0.284,no power,0.185,0.385,not reduced,0.844,Dispensable,,, , 
PBANKA_1139500,,"conserved Plasmodium protein, unknown function",0.536,0.063,not reduced,0.005,0.079,not reduced,-0.240,0.064,not reduced,-0.597,0.082,not reduced,0.472,0.062,not reduced,-0.205,0.082,not reduced,0.185,0.148,not reduced,0.935,Dispensable,,, , 
PBANKA_0203500,,"selenocysteine-specific elongation factor selB homologue, putative",0.490,0.083,not reduced,-0.185,0.109,not reduced,-0.175,0.079,not reduced,-0.593,0.104,not reduced,0.202,0.095,not reduced,-0.389,0.131,not reduced,0.201,0.305,not reduced,0.888,Dispensable,,, , 
PBANKA_1427500,,"acyl-CoA binding protein, putative",0.292,0.100,not reduced,-0.320,0.114,not reduced,0.406,0.143,not reduced,0.023,0.163,not reduced,0.934,0.156,not reduced,0.079,0.186,not reduced,0.202,0.221,not reduced,0.967,Dispensable,,, , 
PBANKA_0700700,,"Plasmodium exported protein, unknown function",-0.482,0.119,not reduced,-1.101,0.145,no power,0.171,0.108,not reduced,-0.268,0.134,not reduced,0.011,0.192,not reduced,-0.598,0.228,no power,0.203,0.315,not reduced,0.846,Slow,,, , 
PBANKA_1407000,,"conserved Plasmodium protein, unknown function",0.155,0.117,not reduced,-0.040,0.153,not reduced,0.154,0.079,not reduced,-0.221,0.111,not reduced,-0.459,0.121,not reduced,-0.456,0.164,not reduced,0.213,0.775,no power,0.680,Dispensable,,, , 
PBANKA_1019000,,"conserved Plasmodium protein, unknown function",-0.577,0.204,not reduced,-0.991,0.255,no power,-0.470,0.246,not reduced,-0.805,0.309,no power,0.754,0.218,not reduced,0.324,0.286,not reduced,0.221,0.420,not reduced,1.066,Dispensable,,, , 
PBANKA_0705900,LMF1,"lipase maturation factor, putative",-0.400,0.089,not reduced,-1.065,0.112,no power,0.341,0.083,not reduced,-0.230,0.112,not reduced,-0.191,0.114,not reduced,-0.574,0.146,not reduced,0.247,0.300,not reduced,0.828,Slow,,, , 
PBANKA_1403000,,"small heat shock protein, putative",1.241,0.060,not reduced,0.550,0.078,not reduced,0.241,0.051,not reduced,0.004,0.068,not reduced,0.152,0.141,not reduced,-0.008,0.181,not reduced,0.257,0.366,not reduced,0.903,Dispensable,,, , 
PBANKA_0407800,SBP2,"SECIS-binding protein 2, putative",0.279,0.092,not reduced,0.007,0.119,not reduced,0.029,0.094,not reduced,-1.979,0.176,reduced,0.298,0.053,not reduced,-0.044,0.070,not reduced,0.263,0.183,not reduced,0.933,Dispensable,,, , 
PBANKA_0623200,,"lysophospholipase, putative",0.185,0.214,not reduced,-0.557,0.240,no power,-0.202,0.180,not reduced,-0.785,0.209,no power,-0.376,0.509,no power,-0.759,0.541,no power,0.272,0.741,no power,0.804,Dispensable,,, , 
PBANKA_1447200,,"CG2-related protein, putative",0.323,0.065,not reduced,-0.054,0.082,not reduced,0.008,0.064,not reduced,-0.386,0.092,not reduced,0.090,0.234,not reduced,-0.624,0.330,no power,0.276,0.561,not reduced,0.782,Dispensable,,, , 
PBANKA_0706600,,"conserved Plasmodium protein, unknown function",0.492,0.151,not reduced,0.060,0.171,not reduced,-0.109,0.074,not reduced,-0.604,0.091,not reduced,0.999,0.080,not reduced,0.271,0.100,not reduced,0.277,0.254,not reduced,0.990,Dispensable,,, , 
PBANKA_1316900,,"conserved Plasmodium protein, unknown function",-0.173,0.149,not reduced,-0.512,0.179,not reduced,-0.265,0.193,not reduced,-0.610,0.225,no power,-0.573,0.227,no power,-0.839,0.248,no power,0.286,0.405,not reduced,0.694,Slow,,, , 
PBANKA_0513500,,"conserved Plasmodium protein, unknown function",0.997,0.463,not reduced,-0.042,0.527,no power,0.085,0.363,not reduced,-0.232,0.421,no power,0.017,0.530,no power,-0.992,0.622,no power,0.291,0.794,no power,0.783,Dispensable,,, , 
PBANKA_1421500,,"conserved Plasmodium protein, unknown function",0.524,0.711,not reduced,-0.292,0.761,no power,-0.292,0.652,no power,-0.837,0.715,no power,1.522,0.744,not reduced,-0.068,0.832,no power,0.297,0.854,no power,0.919,Dispensable,,, , 
PBANKA_0707100,IMC1i,inner membrane complex protein 1i,0.081,0.283,not reduced,-0.220,0.341,not reduced,-0.198,0.249,not reduced,-0.340,0.295,not reduced,0.362,0.275,not reduced,0.196,0.337,not reduced,0.298,0.424,not reduced,0.974,Dispensable,,, , 
PBANKA_1208500,,"conserved Plasmodium protein, unknown function",-0.611,0.169,not reduced,-1.271,0.193,no power,0.575,0.129,not reduced,0.021,0.159,not reduced,-0.218,0.241,not reduced,-0.584,0.274,no power,0.300,0.458,not reduced,0.792,Slow,,, , 
PBANKA_0310500,,"conserved Plasmodium protein, unknown function",0.234,0.263,not reduced,-0.424,0.291,no power,-0.289,0.424,no power,-0.605,0.443,no power,0.728,0.411,not reduced,-0.028,0.432,not reduced,0.306,0.647,not reduced,0.928,Dispensable,,, , 
PBANKA_0519000,,"S-antigen, putative",0.568,0.419,not reduced,0.133,0.519,not reduced,-0.908,0.082,no power,-2.561,0.124,reduced,1.132,0.076,not reduced,0.161,0.104,not reduced,0.316,0.249,not reduced,0.964,Dispensable,,, , 
PBANKA_0510500,,"conserved Plasmodium protein, unknown function",0.487,0.047,not reduced,-0.101,0.064,not reduced,-0.014,0.046,not reduced,-0.244,0.064,not reduced,0.262,0.139,not reduced,0.087,0.179,not reduced,0.326,0.359,not reduced,0.901,Dispensable,,, , 
