"Gene ID","source_id","Product Description","Gene Type","Is Pseudo","Gene Name or Symbol","Transcript Product Description"
"PBANKA_1015900","PBANKA_1015900.1","transcription initiation TFIID-like, putative","protein coding","No","N/A","transcription initiation TFIID-like, putative"
"PBANKA_1016000","PBANKA_1016000.1","heme/steroid binding domain containing protein, putative","protein coding","No","N/A","heme/steroid binding domain containing protein, putative"
"PBANKA_1016100","PBANKA_1016100.1","peptide chain release factor 1, putative","protein coding","No","RF1","peptide chain release factor 1, putative"
"PBANKA_1016200","PBANKA_1016200.1","protein kinase, putative","protein coding","No","N/A","protein kinase, putative"
"PBANKA_1016300","PBANKA_1016300.1","proliferation-associated protein 2g4, putative","protein coding","No","N/A","proliferation-associated protein 2g4, putative"
"PBANKA_1016400","PBANKA_1016400.1","major facilitator superfamily domain-containing protein, putative","protein coding","No","MFS5","major facilitator superfamily domain-containing protein, putative"
"PBANKA_1016500","PBANKA_1016500.1","WW domain-binding protein 11, putative","protein coding","No","WBP11","WW domain-binding protein 11, putative"
"PBANKA_1016600","PBANKA_1016600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1016700","PBANKA_1016700.1","leucine-rich repeat protein","protein coding","No","N/A","leucine-rich repeat protein"
"PBANKA_1016800","PBANKA_1016800.1","exosome complex component RRP41, putative","protein coding","No","RRP41","exosome complex component RRP41, putative"
"PBANKA_1016900","PBANKA_1016900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1017000","PBANKA_1017000.1","CorA-like Mg2+ transporter protein, putative","protein coding","No","MIT3","CorA-like Mg2+ transporter protein, putative"
"PBANKA_1017100","PBANKA_1017100.1","DNA mismatch repair protein MSH2, putative","protein coding","No","MSH2-1","DNA mismatch repair protein MSH2, putative"
"PBANKA_1017200","PBANKA_1017200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1017300","PBANKA_1017300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1017400","PBANKA_1017400.1","selenoprotein, putative","protein coding","No","Sel4","selenoprotein, putative"
"PBANKA_1017500","PBANKA_1017500.1","lipase, putative","protein coding","No","UIS28","lipase, putative"
"PBANKA_1017600","PBANKA_1017600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1017700","PBANKA_1017700.1","cytochrome b-c1 complex subunit 6, putative","protein coding","No","QCR6","cytochrome b-c1 complex subunit 6, putative"
"PBANKA_1017800","PBANKA_1017800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1017900","PBANKA_1017900.1","phosphoenolpyruvate carboxylase","protein coding","No","PEPC","phosphoenolpyruvate carboxylase"
"PBANKA_1018000","PBANKA_1018000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1018100","PBANKA_1018100.1","ABC transporter G family member 2, putative","protein coding","No","ABCG2","ABC transporter G family member 2, putative"
"PBANKA_1018200","PBANKA_1018200.1","MORN repeat protein, putative","protein coding","No","N/A","MORN repeat protein, putative"
"PBANKA_1018300","PBANKA_1018300.1","dynein intermediate chain, putative","protein coding","No","N/A","dynein intermediate chain, putative"
"PBANKA_1018400","PBANKA_1018400.1","protein arginine N-methyltransferase 1, putative","protein coding","No","PRMT1","protein arginine N-methyltransferase 1, putative"
"PBANKA_1018500","PBANKA_1018500.1","transcription factor BTF3, putative","protein coding","No","BTF3","transcription factor BTF3, putative"
"PBANKA_1018600","PBANKA_1018600.1","60S ribosomal protein L21, putative","protein coding","No","RPL21","60S ribosomal protein L21, putative"
"PBANKA_1018700","PBANKA_1018700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1018800","PBANKA_1018800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1018900","PBANKA_1018900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1019000","PBANKA_1019000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1019100","PBANKA_1019100.1","DEAD/DEAH box helicase, putative","protein coding","No","N/A","DEAD/DEAH box helicase, putative"
"PBANKA_1019200","PBANKA_1019200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1019300","PBANKA_1019300.1","enoyl-CoA hydratase, putative","protein coding","No","N/A","enoyl-CoA hydratase, putative"
"PBANKA_1019310","PBANKA_1019310.1","small nucleolar RNA snoR31","snoRNA encoding","No","N/A","small nucleolar RNA snoR31"
"PBANKA_1019320","PBANKA_1019320.1","Plasmodium RNA of unknown function RUF4","non protein coding","No","N/A","Plasmodium RNA of unknown function RUF4"
"PBANKA_1019330","PBANKA_1019330.1","small nucleolar RNA snoR30","snoRNA encoding","No","N/A","small nucleolar RNA snoR30"
"PBANKA_1019360","PBANKA_1019360.1","small nucleolar RNA snoR29","snoRNA encoding","No","N/A","small nucleolar RNA snoR29"
"PBANKA_1019370","PBANKA_1019370.1","small nucleolar RNA snoR28","snoRNA encoding","No","N/A","small nucleolar RNA snoR28"
"PBANKA_1019380","PBANKA_1019380.1","small nucleolar RNA snoR27","snoRNA encoding","No","N/A","small nucleolar RNA snoR27"
"PBANKA_1019400","PBANKA_1019400.1","60S ribosomal protein L7-3, putative","protein coding","No","N/A","60S ribosomal protein L7-3, putative"
"PBANKA_1019500","PBANKA_1019500.1","60S ribosomal protein L5, putative","protein coding","No","N/A","60S ribosomal protein L5, putative"
"PBANKA_1019520","PBANKA_1019520.1","small nucleolar RNA snoR26","snoRNA encoding","No","N/A","small nucleolar RNA snoR26"
"PBANKA_1019540","PBANKA_1019540.1","small nucleolar RNA snoR25","snoRNA encoding","No","N/A","small nucleolar RNA snoR25"
"PBANKA_1019560","PBANKA_1019560.1","small nucleolar RNA snoR24","snoRNA encoding","No","N/A","small nucleolar RNA snoR24"
"PBANKA_1019580","PBANKA_1019580.1","small nucleolar RNA snoR23","snoRNA encoding","No","N/A","small nucleolar RNA snoR23"
"PBANKA_1019600","PBANKA_1019600.1","vacuolar protein sorting-associated protein 3, putative","protein coding","No","VPS3","vacuolar protein sorting-associated protein 3, putative"
"PBANKA_1019700","PBANKA_1019700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1019800","PBANKA_1019800.1","calcium-dependent protein kinase, putative","protein coding","No","N/A","calcium-dependent protein kinase, putative"
"PBANKA_1019900","PBANKA_1019900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1020000","PBANKA_1020000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1020100","PBANKA_1020100.1","serine/threonine protein phosphatase 7","protein coding","No","PP7","serine/threonine protein phosphatase 7"
"PBANKA_1020200","PBANKA_1020200.1","peptidyl-prolyl cis-trans isomerase, putative","protein coding","No","CYP52","peptidyl-prolyl cis-trans isomerase, putative"
"PBANKA_1020300","PBANKA_1020300.1","ankyrin-repeat protein, putative","protein coding","No","N/A","ankyrin-repeat protein, putative"
"PBANKA_1020400","PBANKA_1020400.1","nucleolar GTP-binding protein 2, putative","protein coding","No","NOG2","nucleolar GTP-binding protein 2, putative"
"PBANKA_1020500","PBANKA_1020500.1","14-3-3 protein, putative","protein coding","No","N/A","14-3-3 protein, putative"
"PBANKA_1020600","PBANKA_1020600.1","actin-related protein, putative","protein coding","No","ARP4a","actin-related protein, putative"
"PBANKA_1020700","PBANKA_1020700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1020800","PBANKA_1020800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1020900","PBANKA_1020900.1","ERAD-associated E3 ubiquitin-protein ligase HRD1, putative","protein coding","No","HRD1","ERAD-associated E3 ubiquitin-protein ligase HRD1, putative"
"PBANKA_1021000","PBANKA_1021000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1021100","PBANKA_1021100.1","DnaJ protein, putative","protein coding","No","N/A","DnaJ protein, putative"
"PBANKA_1021200","PBANKA_1021200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1021300","PBANKA_1021300.1","ribosomal protein L21, mitochondrial, putative","protein coding","No","N/A","ribosomal protein L21, mitochondrial, putative"
"PBANKA_1021400","PBANKA_1021400.1","cytochrome c oxidase assembly protein COX14, putative","protein coding","No","COX14","cytochrome c oxidase assembly protein COX14, putative"
"PBANKA_1021500","PBANKA_1021500.1","copper transporter, putative","protein coding","No","CTR2","copper transporter, putative"
"PBANKA_1021600","PBANKA_1021600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1021700","PBANKA_1021700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1021800","PBANKA_1021800.1","mitochondrial import inner membrane translocase subunit TIM8, putative","protein coding","No","TIM8","mitochondrial import inner membrane translocase subunit TIM8, putative"
"PBANKA_1021900","PBANKA_1021900.1","DNA-directed RNA polymerase III subunit RPC6, putative","protein coding","No","RPC34","DNA-directed RNA polymerase III subunit RPC6, putative"
"PBANKA_1022000","PBANKA_1022000.1","40S ribosomal protein S25, putative","protein coding","No","N/A","40S ribosomal protein S25, putative"
"PBANKA_1022100","PBANKA_1022100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1022200","PBANKA_1022200.1","DIX domain-containing protein, putative","protein coding","No","DIX","DIX domain-containing protein, putative"
"PBANKA_1022300","PBANKA_1022300.1","mannose-1-phosphate guanyltransferase, putative","protein coding","No","N/A","mannose-1-phosphate guanyltransferase, putative"
"PBANKA_1022400","PBANKA_1022400.1","dynein light chain, putative","protein coding","No","N/A","dynein light chain, putative"
"PBANKA_1022500","PBANKA_1022500.1","surface protein P113","protein coding","No","P113","surface protein P113"
"PBANKA_1022600","PBANKA_1022600.1","pantothenate kinase 1, putative","protein coding","No","PANK1","pantothenate kinase 1, putative"
"PBANKA_1022700","PBANKA_1022700.1","protein GPR89, putative","protein coding","No","N/A","protein GPR89, putative"
"PBANKA_1022800","PBANKA_1022800.1","glycine--tRNA ligase, putative","protein coding","No","GlyRS","glycine--tRNA ligase, putative"
"PBANKA_1022900","PBANKA_1022900.1","DNL-type zinc finger protein, putative","protein coding","No","HEP1","DNL-type zinc finger protein, putative"
"PBANKA_1023000","PBANKA_1023000.1","myosin-specific chaperone UNC, putative","protein coding","No","UNC","myosin-specific chaperone UNC, putative"
"PBANKA_1023100","PBANKA_1023100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1023200","PBANKA_1023200.1","splicing factor 3B subunit 4, putative","protein coding","No","SF3B4","splicing factor 3B subunit 4, putative"
"PBANKA_1023300","PBANKA_1023300.1","YTH domain-containing protein 1, putative","protein coding","No","YTH.1","YTH domain-containing protein 1, putative"
"PBANKA_1023400","PBANKA_1023400.1","glutathione reductase, putative","protein coding","No","GR","glutathione reductase, putative"
"PBANKA_1023500","PBANKA_1023500.1","eukaryotic translation initiation factor 3 subunit H, putative","protein coding","No","EIF3H","eukaryotic translation initiation factor 3 subunit H, putative"
"PBANKA_1023600","PBANKA_1023600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1023700","PBANKA_1023700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1023800","PBANKA_1023800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1023900","PBANKA_1023900.1","glutathione S-transferase, putative","protein coding","No","GST","glutathione S-transferase, putative"
"PBANKA_1024000","PBANKA_1024000.1","thioredoxin-like protein, putative","protein coding","No","ATrx1","thioredoxin-like protein, putative"
"PBANKA_1024100","PBANKA_1024100.1","ATP-dependent RNA helicase DDX55, putative","protein coding","No","DDX55","ATP-dependent RNA helicase DDX55, putative"
"PBANKA_1024200","PBANKA_1024200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1024300","PBANKA_1024300.1","ATP-dependent RNA helicase DBP4, putative","protein coding","No","DBP4","ATP-dependent RNA helicase DBP4, putative"
"PBANKA_1024311","PBANKA_1024311:ncRNA","signal recognition particle RNA","non protein coding","No","N/A","signal recognition particle RNA"
"PBANKA_1024331","PBANKA_1024331.1","5S ribosomal RNA","rRNA encoding","No","N/A","5S ribosomal RNA"
"PBANKA_1024341","PBANKA_1024341.1","5S ribosomal RNA","rRNA encoding","No","N/A","5S ribosomal RNA"
"PBANKA_1024351","PBANKA_1024351.1","5S ribosomal RNA","rRNA encoding","No","N/A","5S ribosomal RNA"
"PBANKA_1024371","PBANKA_1024371:tRNA","tRNA Proline","tRNA encoding","No","N/A","tRNA Proline"
"PBANKA_1024400","PBANKA_1024400.1","calmodulin, putative","protein coding","No","N/A","calmodulin, putative"
