feature_symbol,product_description,gene_name,Unique_Core
PBANKA_1144200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1144300,"ribosomal protein L1, putative",null,NA
PBANKA_1144400,"heptatricopeptide repeat-containing protein, putative",null,NA
PBANKA_1144600,"mitochondrial carrier protein, putative",null,NA
PBANKA_1144700,"DNA repair endonuclease XPF, putative",ERCC4,NA
PBANKA_1144800,"conserved protein, unknown function",null,NA
PBANKA_1145000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1145100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1145400,"Plasmodium exported protein (PHIST), unknown function",null,NA
PBANKA_1145500,"conserved protein, unknown function",null,NA
PBANKA_1145600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1145700,"U2 small nuclear ribonucleoprotein A', putative",null,NA
PBANKA_1145721:tRNA,tRNA Arginine,null,NA
PBANKA_1145731:tRNA,tRNA Tryptophan,null,NA
PBANKA_1145741:tRNA,tRNA Arginine,null,NA
PBANKA_1145751:tRNA,tRNA Cysteine,null,NA
PBANKA_1145761:tRNA,tRNA Glycine,null,NA
PBANKA_1145800,membrane associated histidine-rich protein 1a,MAHRP1a,NA
PBANKA_1145900,membrane associated histidine-rich protein 1b,MAHRP1b,NA
PBANKA_1146100,tryptophan-rich protein,null,NA
PBANKA_1146200,"Plasmodium exported protein, unknown function",null,NA
PBANKA_1146241,"PIR protein, pseudogene",null,NA
PBANKA_1146261,PIR protein,null,NA
PBANKA_1146400,"PIR protein, pseudogene",null,NA
PBANKA_1146700,PIR protein,null,NA
PBANKA_1146721,PIR protein,null,NA
PBANKA_1146741,"PIR protein, pseudogene",null,NA
PBANKA_1146761,PIR protein,null,NA
PBANKA_1200011,"fam-a protein, pseudogene",null,NA
PBANKA_1200021,PIR protein,null,NA
PBANKA_1200031,PIR protein,null,NA
PBANKA_1200041,fam-b protein,null,NA
PBANKA_1200051,"fam-a protein, pseudogene",null,NA
PBANKA_1200061,PIR protein,null,NA
PBANKA_1200071,"PIR protein, pseudogene",null,NA
PBANKA_1200091,fam-a protein,null,NA
PBANKA_1200300,PIR protein,null,NA
PBANKA_1200500,"PIR protein, pseudogene",null,NA
PBANKA_1200600,"Plasmodium exported protein, unknown function",null,NA
PBANKA_1200700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1200800,"transformer-2 protein homolog beta, putative",TRA2B,NA
PBANKA_1200900,"conserved protein, unknown function",null,NA
PBANKA_1201000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1201100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1201200,"DnaJ protein, putative",null,NA
PBANKA_1201500,"conserved protein, unknown function",null,NA
PBANKA_1201600,"ribosome-binding factor A, putative",null,NA
PBANKA_1201700,"N-terminal acetyltransferase A complex catalytic subunit ARD1, putative",ARD1,NA
PBANKA_1201900,"40S ribosomal protein S20e, putative",null,NA
PBANKA_1202000,inner membrane complex protein 1c,IMC1c,NA
PBANKA_1202100,"MKT1 domain-containing protein, putative",null,NA
PBANKA_1202200,"U5 small nuclear ribonucleoprotein component, putative",EFTUD2,NA
PBANKA_1202400,"60S ribosomal protein L13, putative",null,NA
PBANKA_1202500,"WD repeat-containing protein, putative",null,NA
PBANKA_1202800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1202900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1203000,"conserved protein, unknown function",null,NA
PBANKA_1203100,"ADP/ATP carrier protein, putative",null,NA
PBANKA_1203300,"methionine--tRNA ligase, putative",null,NA
PBANKA_1203400,"U3 small nucleolar RNA-associated protein 25, putative",UTP25,NA
PBANKA_1203600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1203800,"DnaJ protein, putative",null,NA
PBANKA_1203900,"peptidase, putative",null,NA
PBANKA_1204100,"conserved protein, unknown function",null,NA
PBANKA_1204200,"IMP1-like protein, putative",IMP4,NA
PBANKA_1204300,"CCR4-NOT transcription complex subunit 5, putative",NOT5,NA
PBANKA_1204400,"DNA/RNA-binding protein Alba 3, putative",ALBA3,NA
PBANKA_1204600,"heptatricopeptide repeat-containing protein, putative",null,NA
PBANKA_1204700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1204900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1205000,"single-strand telomeric DNA-binding protein GBP2, putative",GBP2,NA
PBANKA_1205300,"roadblock/LC7 domain-containing protein, putative",null,NA
PBANKA_1205400,"rho GTPase-activating protein, putative",null,NA
PBANKA_1205500,"RING zinc finger protein, putative",null,NA
PBANKA_1205600,"conserved protein, unknown function",null,NA
PBANKA_1205800,"conserved protein, unknown function",null,NA
PBANKA_1205900,"AP2 domain transcription factor AP2-I, putative",ApiAP2,NA
PBANKA_1206000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1206100,"eukaryotic translation initiation factor 3 subunit D, putative",EIF3D,NA
PBANKA_1206200,"histone deacetylase 2, putative",HDA2,NA
PBANKA_1206300,"zinc finger protein, putative",UIS11,NA
PBANKA_1206400,"endonuclease, putative",null,NA
PBANKA_1206500,"AP-5 complex subunit sigma-1, putative",AP5S1,NA
PBANKA_1206600,"26S protease regulatory subunit 4, putative",null,NA
PBANKA_1206700,"protein GPR89, putative",null,NA
PBANKA_1206800,"zinc finger (CCCH type) protein, putative",null,NA
PBANKA_1206900,"tubulin beta chain, putative",null,NA
PBANKA_1207000,"nucleolar protein 5, putative",NOP5,NA
PBANKA_1207100,"Plasmodium exported protein, unknown function",null,NA
PBANKA_1207200,"adenylate kinase, putative",AK1,NA
PBANKA_1207300,"diphthine methyl ester synthase, putative",DPH5,NA
PBANKA_1207700,"zinc finger protein, putative",ZNF2,NA
PBANKA_1207900,"protein phosphatase PPM10, putative",PPM10,NA
PBANKA_1208200,"kinesin-4, putative",null,NA
PBANKA_1208300,"heptatricopeptide repeat-containing protein, putative",null,NA
PBANKA_1208400,"ribosomal protein L43, mitochondrial, putative",null,NA
PBANKA_1208500,"PI31 domain-containing protein, putative",null,NA
PBANKA_1208600,"DNA2/NAM7 helicase, putative",null,NA
PBANKA_1208700,"succinate dehydrogenase subunit 4, putative",SDH4,NA
PBANKA_1209100,"dolichyl-phosphate-mannose--protein mannosyltransferase, putative",null,NA
PBANKA_1209300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1209600,"BET1-like protein, putative",BET1,NA
PBANKA_1209700,"protein ARV1, putative",ARV1,NA
PBANKA_1209800,"proteasome subunit beta type-5, putative",null,NA
PBANKA_1209900,"conserved protein, unknown function",null,NA
PBANKA_1210000,"heptatricopeptide repeat-containing protein, putative",null,NA
PBANKA_1210100,"DNA repair protein RAD23, putative",RAD23,NA
PBANKA_1210200,"PRE-binding protein, putative",PREBP,NA
PBANKA_1210300,"heme oxygenase, putative",HO,NA
PBANKA_1210400,"RING zinc finger protein, putative",null,NA
PBANKA_1210600,"rhoptry associated adhesin, putative",RA,NA
PBANKA_1210700,"cytochrome b-c1 complex subunit 7, putative",QCR7,NA
PBANKA_1210800,"hypoxanthine-guanine phosphoribosyltransferase, putative",HGPRT,NA
PBANKA_1211000,"GMP synthase [glutamine-hydrolyzing], putative",GMPS,NA
PBANKA_1211100,NLI interacting factor-like phosphatase,NIF4,NA
PBANKA_1211200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1211300,"autophagy-related protein 18, putative",ATG18,NA
PBANKA_1211500,"U3 small nucleolar RNA-associated protein 13, putative",UTP13,NA
PBANKA_1211600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1211700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1211900,phosphoinositide-specific phospholipase C,PI-PLC,NA
PBANKA_1212000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1212100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1212200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1212300,"translation initiation factor eIF-2B subunit delta, putative",null,NA
PBANKA_1212400,"GDP-L-fucose synthase, putative",FS,NA
PBANKA_1212500,"merozoite surface protein MSA180, putative",MSA180,NA
PBANKA_1212700,"SPRY domain-containing protein, putative",null,NA
PBANKA_1212800,MO15-related protein kinase,MRK,NA
PBANKA_1212900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1213000,"transcriptional coactivator ADA2, putative",ADA2,NA
PBANKA_1213100,prohibitin 2,PHB2,NA
PBANKA_1213500,"CWC16 domain-containing protein, putative",null,NA
PBANKA_1213600,"cysteine--tRNA ligase, putative",CysRS,NA
PBANKA_1213700,"methionine aminopeptidase 1b, putative",METAP1b,NA
PBANKA_1213800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1213900,"nucleotidyltransferase, putative",null,NA
PBANKA_1214000,"heat shock protein 60, putative",HSP60,NA
PBANKA_1214200,"ribonucleoside-diphosphate reductase small chain, putative",null,NA
PBANKA_1214300,"enolase, putative",ENO,NA
PBANKA_1214600,"Rab3 GTPase-activating protein non-catalytic subunit, putative",null,NA
PBANKA_1214700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1214800,"U4/U6.U5 tri-snRNP-associated protein 1, putative",SART1,NA
PBANKA_1214900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1215000,"survival motor neuron-like protein, putative",SMN,NA
PBANKA_1215100,"Rh5 interacting protein, putative",RIPR,NA
PBANKA_1215200,"conserved protein, unknown function",null,NA
PBANKA_1215300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1215400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1215500,"translation machinery-associated protein 7, putative",TMA7,NA
PBANKA_1215600,"40S ribosomal protein S3A, putative",RPS3A,NA
PBANKA_1215700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1215800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1215900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1216000,"iron-sulfur assembly protein, putative",null,NA
PBANKA_1216100,"regulator of initiation factor 2, putative",null,NA
PBANKA_1216300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1216400,"mRNA-capping enzyme subunit beta, putative",null,NA
PBANKA_1216500,"peptidyl-prolyl cis-trans isomerase, putative",CYP19A,NA
PBANKA_1216600,"cyclic amine resistance locus protein, putative",CARL,NA
PBANKA_1216700,"WD repeat-containing protein, putative",null,NA
PBANKA_1216800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1216900,"ATP-dependent RNA helicase DDX42, putative",DDX42,NA
PBANKA_1217000,"peptidase, putative",null,NA
PBANKA_1217100,"protein kinase, putative",null,NA
PBANKA_1217300,"UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative",ALG7,NA
PBANKA_1217400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1217500,"conserved protein, unknown function",null,NA
PBANKA_1217600,"histone H2A.Z, putative",H2A.Z,NA
PBANKA_1217700,ATP-dependent RNA helicase DDX6,DOZI,NA
PBANKA_1217800,"signal peptidase complex subunit 2, putative",SPC25,NA
PBANKA_1217900,"conserved protein, unknown function",null,NA
PBANKA_1218100,oocyst capsule protein Cap380,Cap380,NA
PBANKA_1218200,"T-complex protein 1 subunit epsilon, putative",CCT5,NA
PBANKA_1218400,"protein transport protein SEC22, putative",SEC22,NA
PBANKA_1218500,"protein phosphatase inhibitor 2, putative",null,NA
PBANKA_1218600,"conserved protein, unknown function",null,NA
PBANKA_1218700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1218800,"ABC transporter I family member 1, putative",ABCI3,NA
PBANKA_1218900,"elongation factor 1-delta, putative",EF-1delta,NA
PBANKA_1219000,"heat shock protein 90, putative",null,NA
PBANKA_1219200,"Cg8 protein, putative",null,NA
PBANKA_1219300,"heat shock protein 110, putative",HSP110c,NA
PBANKA_1219400,"protein SCO1, putative",SCO1,NA
PBANKA_1219500,"chloroquine resistance transporter, putative",CRT,NA
PBANKA_1219600,"cg1 protein, putative",null,NA
PBANKA_1219700,glutaredoxin-like protein,GLP3,NA
PBANKA_1219800,"Cg2 protein, putative",null,NA
PBANKA_1219900,"Cg7 protein, putative",null,NA
PBANKA_1220000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1220100,"ribonucleases P/MRP protein subunit POP1, putative",POP1,NA
PBANKA_1220200,"lysophospholipase, putative",null,NA
PBANKA_1220300,"prodrug activation and resistance esterase, putative",PARE,NA
PBANKA_1220400,"conserved protein, unknown function",null,NA
PBANKA_1220500,"conserved protein, unknown function",null,NA
PBANKA_1220600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1220700,"conserved protein, unknown function",null,NA
PBANKA_1220800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1220900,"conserved protein, unknown function",null,NA
PBANKA_1221000,"DNA repair protein RAD14, putative",RAD14,NA
PBANKA_1221200,"60S ribosomal protein L34, putative",RPL34,NA
PBANKA_1221300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1221400,"protein transport protein USE1, putative",USE1,NA
PBANKA_1221500,"50S ribosomal protein L1, mitochondrial, putative",RPL1,NA
PBANKA_1221600,"cell division cycle ATPase, putative",null,NA
PBANKA_1221800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1222000,"histone deacetylase complex subunit SAP18, putative",SAP18,NA
PBANKA_1222100,"regulator of chromosome condensation, putative",null,NA
PBANKA_1222200,protein MPODD,MPODD,NA
PBANKA_1222300,"coatomer subunit epsilon, putative",SEC28,NA
PBANKA_1222400,"ubiquitin regulatory protein, putative",null,NA
PBANKA_1222500,"plasmepsin X, putative",PMX,NA
PBANKA_1222600,"AP-3 complex subunit delta, putative",null,NA
PBANKA_1222700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1222800,"tyrosine--tRNA ligase, putative",TyrRS,NA
PBANKA_1222900,"26S proteasome regulatory subunit RPN10, putative",RPN10,NA
PBANKA_1223000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1223100,"proteasome subunit alpha type-6, putative",null,NA
PBANKA_1223200,"coenzyme Q-binding protein COQ10 homolog, mitochondrial, putative",COQ10,NA
PBANKA_1223300,"ras-related protein Rab-18, putative",RAB18,NA
PBANKA_1223400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1223500,"DNA helicase PSH3, putative",PSH3,NA
PBANKA_1223600,"YEATS domain-containing protein, putative",null,NA
PBANKA_1223700,"conserved protein, unknown function",null,NA
PBANKA_1223800,"V-type proton ATPase subunit a, putative",null,NA
PBANKA_1223900,protein tyrosine phosphatase,PTP2,NA
PBANKA_1224000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1224100,"kinesin-like protein, putative",null,NA
PBANKA_1224200,"DnaJ protein, putative",null,NA
PBANKA_1224300,"UDP-N-acetylglucosamine transferase subunit ALG13, putative",ALG13,NA
PBANKA_1224400,ferlin-like protein,FLP,NA
PBANKA_1224600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1224700,"AAA family ATPase, putative",null,NA
PBANKA_1224800,"conserved protein, unknown function",null,NA
PBANKA_1225000,"serine/threonine protein kinase, FIKK family",null,NA
PBANKA_1225100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1225200,"N-acetyltransferase, GNAT family, putative",null,NA
PBANKA_1225400,gamete release protein,GAMER,NA
PBANKA_1225700,"GTPase-activating protein, putative",null,NA
PBANKA_1225800,"peptidyl-prolyl cis-trans isomerase, putative",CYP24,NA
PBANKA_1226000,"tRNA pseudouridine synthase, putative",null,NA
PBANKA_1226100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1226200,"methionine aminopeptidase 1c, putative",METAP1c,NA
PBANKA_1226300,"zinc finger protein, putative",null,NA
PBANKA_1226400,"cactin homolog, putative",null,NA
PBANKA_1226450,Plasmodium RNA of unknown function RUF3,null,NA
PBANKA_1226500,"proteasome subunit beta type-4, putative",null,NA
PBANKA_1226600,"tubulin gamma chain, putative",null,NA
PBANKA_1226700,"AAA family ATPase, putative",null,NA
PBANKA_1226800,"DNA repair and recombination protein RAD54, putative",RAD54,NA
PBANKA_1226900,"mitogen-activated protein kinase organizer 1, putative",null,NA
PBANKA_1227000,"filament assembling protein, putative",null,NA
PBANKA_1227100,"U3 small nucleolar RNA-associated protein 14, putative",UTP14,NA
PBANKA_1227200,"peptidyl-prolyl cis-trans isomerase, putative",CYP81,NA
PBANKA_1227300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1227600,"adenylyl cyclase beta, putative",ACbeta,NA
PBANKA_1227700,"inositol 5-phosphatase, putative",null,NA
PBANKA_1227800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1227900,"periodic tryptophan protein 2, putative",PWP2,NA
PBANKA_1228000,"1-cys peroxiredoxin, putative",1-CysPxn,NA
PBANKA_1228100,"AP2 domain transcription factor, putative",ApiAP2,NA
PBANKA_1228200,"glutamate dehydrogenase, putative",GDH3,NA
PBANKA_1228300,"lysine-specific histone demethylase, putative",LSD2,NA
PBANKA_1228400,"mannose-6-phosphate isomerase, putative",null,NA
PBANKA_1228500,"sentrin-specific protease 2, putative",SENP2,NA
PBANKA_1228600,"conserved protein, unknown function",null,NA
PBANKA_1228700,"nucleolar protein 10, putative",NOL10,NA
PBANKA_1228900,von Willebrand factor A domain-related protein,WARP,NA
PBANKA_1229000,"Plasmodium exported protein (PHIST), unknown function",null,NA
