P. berghei current ID,P. berghei previous ID,P. falciparum ID,Name,Product,Phenotype,Relative growth rate,Confidence,Expected variance,RGR CI low,RGR CI high,Times analysed,Construct
PBANKA_1104200,PBANKA_110420,PF3D7_0504600,BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative",Slow,0.61,10,0,0.6,0.62,58,PbGEM-122074
PBANKA_1104300,PBANKA_110430,,CEP120,"centrosomal protein CEP120, putative",Dispensable,1.06,5.3,0.005,0.91,1.2,2,PbGEM-334763
PBANKA_1104700,PBANKA_110470,PF3D7_0505100,TRS85,"trafficking protein particle complex subunit 8, putative",Essential,0.03,8.3,0,0,0.06,2,PbGEM-334779
PBANKA_1104800,PBANKA_110480,PF3D7_0505200,ALP2b,"actin-like protein, putative",Dispensable,0.99,6.3,0.002,0.9,1.08,1,PbGEM-245297
PBANKA_1104900,PBANKA_110490,PF3D7_0505300,,"UDP-N-acetyl glucosamine:UMP antiporter, putative",Dispensable,0.96,6.3,0.002,0.88,1.05,1,PbGEM-342556
PBANKA_1105000,PBANKA_110500,PF3D7_0505400,,"conserved Plasmodium protein, unknown function",Essential,0.11,5.7,0.003,0,0.22,2,PbGEM-298381
PBANKA_1105100,PBANKA_110510,PF3D7_0505500,MSH6,"DNA mismatch repair protein MSH6, putative",Essential,0.11,5.1,0.006,-0.04,0.27,2,PbGEM-098382
PBANKA_1105200,PBANKA_110520,PF3D7_0505600,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.6,0,-0.01,0.07,2,PbGEM-298429
PBANKA_1105400,PBANKA_110540,PF3D7_0505800,SUMO,"small ubiquitin-related modifier, putative",Essential,0.23,4.5,0.012,0.02,0.45,2,PbGEM-245477
PBANKA_1106300,PBANKA_110630,PF3D7_0506700,,"GTPase-activating protein, putative",Slow,0.59,6.4,0.002,0.5,0.67,2,PbGEM-334819
PBANKA_1106400,PBANKA_110640,PF3D7_0506800,TCF25,"transcription factor 25, putative",Dispensable,0.91,5.1,0.006,0.75,1.06,1,PbGEM-334827
PBANKA_1106500,PBANKA_110650,PF3D7_0506900,ROM4,rhomboid protease ROM4,Slow,0.74,6.3,0.002,0.65,0.83,3,PbGEM-098459
PBANKA_1106900,PBANKA_110690,PF3D7_0507300,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5.5,0.004,0.88,1.14,2,PbGEM-098495
PBANKA_1107000,PBANKA_110700,PF3D7_0507400,,"conserved Plasmodium protein, unknown function",Dispensable,0.94,5.2,0.005,0.79,1.09,1,PbGEM-298629
PBANKA_1107100,PBANKA_110710,PF3D7_0507500,SUB1,subtilisin-like protease 1,Essential,0.07,5.2,0.006,-0.08,0.22,2,PbGEM-122082
PBANKA_1107200,PBANKA_110720,PF3D7_0507600,CAF40,"cell differentiation protein, putative",Essential,0.06,6.5,0.002,-0.02,0.14,2,PbGEM-334875
PBANKA_1107300,PBANKA_110730,PF3D7_0507700,NPL4,"nuclear protein localization protein 4, putative",Essential,0.38,3.7,0.025,0.06,0.69,2,PbGEM-246119
PBANKA_1107400,PBANKA_110740,PF3D7_0507800,,"conserved Plasmodium protein, unknown function",Essential,0.04,7.7,0,0,0.08,2,PbGEM-298685
PBANKA_1107600,PBANKA_110760,PF3D7_0508000,P38,6-cysteine protein,Dispensable,0.98,7,0.001,0.92,1.04,2,PbGEM-265060
PBANKA_1107700,PBANKA_110770,PF3D7_0508100,,"SET domain protein, putative",Essential,0,8,0,-0.03,0.04,2,PbGEM-342564
PBANKA_1107800,PBANKA_110780,PF3D7_0508200,,"longevity-assurance (LAG1) protein, putative",Dispensable,1.07,5.4,0.005,0.94,1.21,2,PbGEM-298717
PBANKA_1108000,PBANKA_110800,PF3D7_0508400,,"transcription factor IIb, putative",Dispensable,0.98,5.6,0.004,0.85,1.1,1,PbGEM-342572
PBANKA_1108100,PBANKA_110810,PF3D7_0508500,,"guanidine nucleotide exchange factor, putative",Essential,0.1,5.5,0.004,-0.02,0.23,2,PbGEM-342580
PBANKA_1108200,PBANKA_110820,PF3D7_0508600,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,5,0.007,0.81,1.15,1,PbGEM-334907
PBANKA_1108300,PBANKA_110830,PF3D7_0508700,PRP5,"pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative",Essential,0.39,3.3,0.037,0,0.77,3,PbGEM-246413
PBANKA_1108400,PBANKA_110840,PF3D7_0508800,SSB,"single-stranded DNA-binding protein, putative",Slow,0.19,8.8,0,0.17,0.22,3,PbGEM-246443
PBANKA_1108600,PBANKA_110860,PF3D7_0509000,,"SNAP protein, putative",Essential,0.33,2.4,0.093,-0.28,0.94,2,PbGEM-246508
PBANKA_1108800,PBANKA_110880,PF3D7_0509200,LRR2,leucine-rich repeat protein,Dispensable,1.09,4.8,0.008,0.91,1.26,1,PbGEM-298837
PBANKA_1108900,PBANKA_110890,PF3D7_0509300,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5.3,0.005,0.88,1.15,1,PbGEM-298853
PBANKA_1109000,PBANKA_110900,PF3D7_0509400,,"RNA polymerase I, putative",Essential,0.05,6.5,0.002,-0.03,0.13,3,PbGEM-246641
PBANKA_1109100,PBANKA_110910,PF3D7_0509500,,"conserved Plasmodium protein, unknown function",Slow,0.24,5.5,0.004,0.11,0.36,2,PbGEM-298869
PBANKA_1109200,PBANKA_110920,PF3D7_0509600,,"asparagine--tRNA ligase, putative",Essential,0.23,2.7,0.065,-0.28,0.74,2,PbGEM-098688
PBANKA_1109300,PBANKA_110930,PF3D7_0509700,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.3,0.005,0.89,1.17,2,PbGEM-098697
PBANKA_1109400,PBANKA_110940,PF3D7_0509800,PI4K,"phosphatidylinositol 4-kinase, putative",Essential,0.06,5.2,0.005,-0.09,0.21,2,"PbGEM-098706,PbGEM-298901"
PBANKA_1109500,PBANKA_110950,PF3D7_0509900,,"conserved Plasmodium protein, unknown function",Essential,0.21,5.3,0.005,0.06,0.35,2,PbGEM-298917
PBANKA_1109600,PBANKA_110960,PF3D7_0510000,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,5.1,0.006,0.82,1.14,2,PbGEM-334955
PBANKA_1109700,PBANKA_110970,PF3D7_0510100,,"conserved Plasmodium protein, unknown function",Essential,0.02,7.9,0,-0.01,0.06,2,PbGEM-334963
PBANKA_1109800,PBANKA_110980,PF3D7_0510200,CYP87,"peptidyl-prolyl cis-trans isomerase, putative",Slow,0.52,4.9,0.007,0.35,0.69,2,PbGEM-298981
PBANKA_1109900,PBANKA_110990,PF3D7_0510300,SIP,"stripes inner membrane complex protein, putative",Dispensable,1.05,5.1,0.006,0.89,1.21,1,PbGEM-298997
PBANKA_1110500,PBANKA_111050,PF3D7_0511000,TCTP,histamine-releasing factor;translationally-controlled tumor protein homolog,Slow,0.81,6.2,0.002,0.72,0.9,2,PbGEM-299083
PBANKA_1110600,PBANKA_111060,PF3D7_0511100,,"conserved Plasmodium protein, unknown function",Dispensable,0.91,6.2,0.002,0.82,1,2,PbGEM-041538
PBANKA_1110800,PBANKA_111080,PF3D7_0511300,,"conserved Plasmodium protein, unknown function",Dispensable,0.86,4.9,0.008,0.69,1.03,1,PbGEM-041570
PBANKA_1110900,PBANKA_111090,PF3D7_0511400,,"conserved Plasmodium protein, unknown function",Dispensable,1.05,4.9,0.008,0.87,1.22,1,PbGEM-334995
PBANKA_1111000,PBANKA_111100,PF3D7_0511500,,"RNA pseudouridylate synthase, putative",Dispensable,0.91,5,0.006,0.75,1.07,2,PbGEM-098813
PBANKA_1111800,PBANKA_111180,PF3D7_0512200,GS,glutathione synthetase,Dispensable,0.83,5,0.007,0.67,0.99,1,PbGEM-041695
PBANKA_1111900,PBANKA_111190,PF3D7_0512300,MAT1,"CDK-activating kinase assembly factor, putative",Essential,0.21,4.8,0.008,0.03,0.39,2,PbGEM-243555
PBANKA_1112000,PBANKA_111200,PF3D7_0512400,,"conserved Plasmodium protein, unknown function",Dispensable,1.04,5.8,0.003,0.93,1.15,2,PbGEM-041727
PBANKA_1112100,PBANKA_111210,,,"conserved Plasmodium protein, unknown function",Dispensable,0.88,5.1,0.006,0.73,1.03,2,PbGEM-299227
PBANKA_1112500,PBANKA_111250,PF3D7_0512800,,"conserved Plasmodium protein, unknown function",Essential,0.03,8.1,0,0,0.06,2,PbGEM-299283
PBANKA_1112700,PBANKA_111270,PF3D7_0513000,,"conserved Plasmodium protein, unknown function",Dispensable,0.95,5.2,0.005,0.8,1.09,2,PbGEM-299315
PBANKA_1112900,PBANKA_111290,PF3D7_0513200,,"conserved Plasmodium protein, unknown function",Essential,0.02,7.3,0.001,-0.03,0.07,2,PbGEM-299347
PBANKA_1113000,PBANKA_111300,PF3D7_0513300,PNP,"purine nucleoside phosphorylase, putative",Essential,0.1,1,0.212,-0.16,1.68,2,PbGEM-041880
PBANKA_1113100,PBANKA_111310,PF3D7_0513400,,"GTP-binding protein, putative",Essential,0.1,6.7,0.001,0.03,0.17,2,PbGEM-335051
PBANKA_1113200,PBANKA_111320,PF3D7_0513500,PAM16,"mitochondrial import inner membrane translocase subunit TIM16, putative",Essential,0.3,3.8,0.022,0.01,0.59,2,PbGEM-265068
PBANKA_1113300,PBANKA_111330,PF3D7_0513600,,"deoxyribodipyrimidine photo-lyase, putative",Slow,0.81,5.1,0.006,0.66,0.97,1,PbGEM-041928
PBANKA_1113400,PBANKA_111340,PF3D7_0513700,PSOP12,"secreted ookinete protein, putative;6-cysteine protein",Dispensable,1.02,5.6,0.004,0.9,1.14,2,PbGEM-041944
PBANKA_1113500,PBANKA_111350,PF3D7_0513800,RAB1a,"ras-related protein Rab-1A, putative",Essential,0.1,1,0.566,-1.07,1.94,2,PbGEM-299411
PBANKA_1113700,PBANKA_111370,PF3D7_0514000,,"tubulin--tyrosine ligase, putative",Dispensable,0.97,5.7,0.003,0.85,1.08,1,PbGEM-041992
PBANKA_1113800,PBANKA_111380,PF3D7_0514100,UvrD,"ATP-dependent DNA helicase UvrD, putative",Dispensable,0.96,5.8,0.003,0.85,1.07,1,PbGEM-042008
PBANKA_1113900,PBANKA_111390,PF3D7_0514200,,"conserved Plasmodium protein, unknown function",Essential,0.09,6.2,0.002,0.01,0.18,2,PbGEM-335067
PBANKA_1114200,PBANKA_111420,PF3D7_0514600,,"ribose 5-phosphate epimerase, putative",Essential,0.15,3.8,0.023,-0.16,0.45,1,PbGEM-538731
PBANKA_1114300,PBANKA_111430,PF3D7_0514700,,"conserved Plasmodium protein, unknown function",Dispensable,0.85,4.3,0.013,0.62,1.07,2,PbGEM-042088
PBANKA_1114400,PBANKA_111440,PF3D7_0514800,,"kinase, putative",Dispensable,0.83,4.5,0.011,0.62,1.05,2,PbGEM-244357
PBANKA_1114500,PBANKA_111450,PF3D7_0514900,,"conserved Plasmodium protein, unknown function",Essential,0.05,6.3,0.002,-0.04,0.14,2,PbGEM-299483
PBANKA_1114600,PBANKA_111460,PF3D7_0515000,CWC2,"pre-mRNA-splicing factor CWC2, putative",Essential,0.14,6.2,0.002,0.05,0.22,2,PbGEM-335083
PBANKA_1114700,PBANKA_111470,PF3D7_0515100,ROM9,rhomboid protease ROM9,Dispensable,0.97,5.9,0.003,0.87,1.08,1,PbGEM-244426
PBANKA_1114900,PBANKA_111490,PF3D7_0515300,PI3K,"phosphatidylinositol 3-kinase, putative",Essential,0.08,5.8,0.003,-0.03,0.19,2,"PbGEM-098975,PbGEM-244473"
PBANKA_1115000,PBANKA_111500,PF3D7_0515400,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,4.8,0.008,0.75,1.11,2,PbGEM-299539
PBANKA_1115100,PBANKA_111510,PF3D7_0515500,,"amino acid transporter, putative",Dispensable,0.97,5.8,0.003,0.86,1.08,2,PbGEM-121266
PBANKA_1115200,PBANKA_111520,PF3D7_0515600,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,4.2,0.015,0.73,1.21,2,PbGEM-335099
PBANKA_1115300,PBANKA_111530,PF3D7_0515700,GAP40,"glideosome-associated protein 40, putative",Essential,0.16,5.4,0.004,0.03,0.29,4,"PbGEM-042241,PbGEM-121282,PbGEM-335107"
PBANKA_1115500,PBANKA_111550,PF3D7_0515900,NIF2,NLI interacting factor-like phosphatase,Slow,0.22,6.2,0.002,0.13,0.31,2,PbGEM-335115
PBANKA_1115700,PBANKA_111570,PF3D7_0616200,NDC80,"kinetochore protein NDC80, putative",Essential,0.09,6.7,0.001,0.02,0.16,2,PbGEM-335131
PBANKA_1115900,PBANKA_111590,PF3D7_0616400,,"conserved Plasmodium protein, unknown function",Essential,0.1,6.4,0.002,0.02,0.18,2,PbGEM-335139
PBANKA_1116000,PBANKA_111600,PF3D7_0616500,TLP,TRAP-like protein,Dispensable,0.95,4.6,0.01,0.75,1.15,1,PbGEM-042332
PBANKA_1116100,PBANKA_111610,PF3D7_0616600,,"conserved Plasmodium protein, unknown function",Dispensable,0.94,5.9,0.003,0.84,1.04,1,PbGEM-299651
PBANKA_1116200,PBANKA_111620,PF3D7_0616700,,"ras GTPAse, putative",Dispensable,1.01,7.1,0.001,0.96,1.07,1,PbGEM-244771
PBANKA_1116300,PBANKA_111630,PF3D7_0616800,MQO,"malate:quinone oxidoreductase, putative",Slow,0.9,6.4,0.002,0.81,0.98,1,PbGEM-342604
PBANKA_1116400,PBANKA_111640,PF3D7_0616900,,"conserved Plasmodium protein, unknown function",Essential,0.09,4.5,0.011,-0.12,0.3,2,PbGEM-299675
PBANKA_1116800,PBANKA_111680,PF3D7_0617200,,"conserved Plasmodium protein, unknown function",Essential,0.14,3.9,0.019,-0.14,0.42,2,PbGEM-299731
PBANKA_1116900,PBANKA_111690,PF3D7_0617300,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,4.8,0.008,0.84,1.19,1,PbGEM-335155
PBANKA_1117000,PBANKA_111700,PF3D7_0617800,H2A,"histone H2A, putative",Slow,0.36,4.1,0.016,0.11,0.61,2,PbGEM-299771
PBANKA_1117100,PBANKA_111710,PF3D7_0617900,H3.3,"histone H3 variant, putative",Slow,0.34,7.1,0.001,0.28,0.4,3,PbGEM-244963
PBANKA_1117300,PBANKA_111730,PF3D7_0618100,,"conserved Plasmodium protein, unknown function",Essential,0.11,7.1,0.001,0.05,0.16,2,PbGEM-299811
PBANKA_1117600,PBANKA_111760,PF3D7_0618400,,"conserved Plasmodium protein, unknown function",Dispensable,0.96,4.6,0.01,0.76,1.16,1,PbGEM-299859
PBANKA_1117700,PBANKA_111770,PF3D7_0618500,MDH,"malate dehydrogenase, putative",Slow,0.86,5.5,0.004,0.73,0.99,1,PbGEM-342620
PBANKA_1118100,PBANKA_111810,,GPI1,"phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative",Essential,0.1,1,0.385,-0.84,1.64,3,PbGEM-042605
PBANKA_1118200,PBANKA_111820,PF3D7_0619000.1,,"conserved Plasmodium protein, unknown function",Essential,0.11,5,0.007,-0.06,0.27,2,PbGEM-335187
PBANKA_1118500,PBANKA_111850,PF3D7_0619300,,"conserved Plasmodium protein, unknown function",Slow,0.77,5.2,0.005,0.62,0.92,2,PbGEM-335203
PBANKA_1118600,PBANKA_111860,PF3D7_0619400,,"cell division cycle protein 48 homologue, putative",Essential,0.19,5.1,0.006,0.03,0.34,2,PbGEM-342628
PBANKA_1118700,PBANKA_111870,PF3D7_0619500,ACS12,"acyl-CoA synthetase, putative",Dispensable,0.97,5.8,0.003,0.86,1.08,1,PbGEM-245479
PBANKA_1119000,PBANKA_111900,PF3D7_0619800,,"conserved Plasmodium protein, unknown function",Essential,0.09,6.1,0.002,-0.01,0.18,2,PbGEM-335219
PBANKA_1119100,PBANKA_111910,PF3D7_0619900,SF3A2,"splicing factor 3A subunit 2, putative",Essential,0.1,1,0.447,-1.08,1.6,3,PbGEM-245649
PBANKA_1119200,PBANKA_111920,PF3D7_0620000,,"conserved Plasmodium protein, unknown function",Dispensable,0.96,5.2,0.006,0.81,1.1,1,PbGEM-042760
PBANKA_1119700,PBANKA_111970,PF3D7_0620500,,"cleavage stimulation factor subunit 1, putative",Slow,0.85,7.3,0.001,0.8,0.91,1,PbGEM-300147
PBANKA_1120100,PBANKA_112010,PF3D7_0621100,,"conserved Plasmodium protein, unknown function",Dispensable,0.9,5.9,0.003,0.8,1,2,PbGEM-335251
PBANKA_1120200,PBANKA_112020,PF3D7_0621200,PDX1,"pyridoxine biosynthesis protein PDX1, putative",Dispensable,0.91,5,0.007,0.74,1.07,1,PbGEM-042878
PBANKA_1120400,PBANKA_112040,PF3D7_0621400,ALV7,"Pfs77 homologue, putative;inner membrane complex protein 1j, putative",Dispensable,0.98,4.9,0.007,0.8,1.15,2,PbGEM-099323
PBANKA_1120500,PBANKA_112050,PF3D7_0621500,RPP1,"ribonuclease P/MRP protein subunit RPP1, putative",Slow,0.26,5.5,0.004,0.13,0.39,2,PbGEM-335267
PBANKA_1120800,PBANKA_112080,PF3D7_0621900,SRP68,"signal recognition particle subunit SRP68, putative",Essential,0.17,3.5,0.032,-0.19,0.52,2,PbGEM-300323
PBANKA_1121000,PBANKA_112100,PF3D7_0622100,,"conserved Plasmodium protein, unknown function",Dispensable,0.94,4.8,0.008,0.76,1.12,2,PbGEM-099377
PBANKA_1121100,PBANKA_112110,PF3D7_0622200,,"radical SAM protein, putative",Dispensable,0.96,5.2,0.005,0.81,1.11,3,PbGEM-246288
PBANKA_1121200,PBANKA_112120,PF3D7_0622300,,"vacuolar transporter chaperone, putative",Dispensable,1.01,5.4,0.004,0.87,1.14,1,PbGEM-300363
PBANKA_1121400,PBANKA_112140,PF3D7_0622500,,"RNA methyltransferase, putative",Dispensable,0.9,5.6,0.004,0.78,1.02,1,PbGEM-300411
PBANKA_1121500,PBANKA_112150,PF3D7_0622600,,"conserved Plasmodium protein, unknown function",Essential,0.19,4.2,0.015,-0.05,0.44,2,PbGEM-300427
PBANKA_1121700,PBANKA_112170,PF3D7_0622800,,"leucine--tRNA ligase, putative",Essential,0.1,1,0.539,-1.17,1.77,2,PbGEM-300475
PBANKA_1121800,PBANKA_112180,PF3D7_0622900,ApiAP2,"transcription factor with AP2 domain(s), putative",Essential,0.42,2.6,0.071,-0.11,0.96,2,PbGEM-226501
PBANKA_1121900,PBANKA_112190,PF3D7_0623000,CS,"chorismate synthase, putative",Dispensable,0.85,3.2,0.043,0.43,1.26,2,PbGEM-043101
PBANKA_1122100,PBANKA_112210,PF3D7_0623200,,"ferredoxin--NADP reductase, putative",Essential,0.25,4.1,0.017,-0.01,0.51,2,PbGEM-246569
PBANKA_1122200,PBANKA_112220,PF3D7_0623300,,"EGF-like membrane protein, putative",Slow,0.42,5.3,0.005,0.28,0.56,2,PbGEM-300531
PBANKA_1122300,PBANKA_112230,PF3D7_0623400,,"RNA-binding protein, putative",Dispensable,1.05,5.3,0.005,0.91,1.19,1,PbGEM-300555
PBANKA_1122400,PBANKA_112240,PF3D7_0623500,SOD2,"superoxide dismutase [Fe], putative",Dispensable,1,5.3,0.005,0.86,1.14,1,PbGEM-043181
PBANKA_1122500,PBANKA_112250,PF3D7_0623600,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,0.142,-0.27,1.24,2,PbGEM-246676
PBANKA_1122600,PBANKA_112260,PF3D7_0623700,SUV3,"ATP-dependent RNA helicase SUV3, putative",Essential,0.12,6.1,0.002,0.03,0.21,3,PbGEM-246711
PBANKA_1122700,PBANKA_112270,PF3D7_0623800,TKL4,"tyrosine kinase-like protein, putative",Slow,0.22,6.5,0.001,0.15,0.3,6,"PbGEM-246785,PbGEM-111714"
PBANKA_1122800,PBANKA_112280,PF3D7_0623900,,"ribonuclease H2 subunit A, putative",Slow,0.39,5.9,0.003,0.29,0.5,2,PbGEM-043245
PBANKA_1122900,PBANKA_112290,PF3D7_0624000,HK,"hexokinase, putative",Essential,0.08,4.6,0.01,-0.12,0.28,2,PbGEM-099513
PBANKA_1123100,PBANKA_112310,PF3D7_0624200,,"conserved Plasmodium protein, unknown function",Dispensable,1,4.6,0.01,0.8,1.21,1,PbGEM-535795
PBANKA_1123300,PBANKA_112330,PF3D7_0624400,,"conserved Plasmodium protein, unknown function",Insufficient data,0.51,2.3,0.097,-0.11,1.14,2,PbGEM-300611
PBANKA_1123500,PBANKA_112350,PF3D7_0624600,ISWI,"SNF2 helicase, putative",Essential,0.11,5.7,0.003,-0.01,0.22,2,PbGEM-265220
PBANKA_1123600,PBANKA_112360,PF3D7_0624700,,"N-acetylglucosaminylphosphatidylinositol deacetylase, putative",Essential,0.19,4.3,0.013,-0.03,0.42,2,PbGEM-043373
PBANKA_1123800,PBANKA_112380,PF3D7_0624900,,"conserved Plasmodium protein, unknown function",Insufficient data,0.55,1.3,0.27,-0.49,1.59,2,PbGEM-300667
PBANKA_1123900,PBANKA_112390,PF3D7_0625000.1,SMS1,"sphingomyelin synthase 1, putative",Dispensable,1.01,6.9,0.001,0.94,1.07,2,PbGEM-247136
PBANKA_1124100,PBANKA_112410,PF3D7_0625200,,"conserved Plasmodium protein, unknown function",Essential,0.13,6,0.003,0.03,0.23,3,PbGEM-300723
PBANKA_1124200,PBANKA_112420,PF3D7_0625300,,"DNA polymerase 1, putative",Essential,0.1,6.4,0.002,0.01,0.18,2,PbGEM-043455
PBANKA_1124500,PBANKA_112450,PF3D7_0625600,,"poly(A) polymerase PAP, putative",Essential,0.03,4.1,0.016,-0.22,0.28,2,PbGEM-099615
PBANKA_1124600,PBANKA_112460,PF3D7_0625700,,"conserved Plasmodium protein, unknown function",Slow,0.84,5.6,0.004,0.72,0.96,1,PbGEM-300779
PBANKA_1124700,PBANKA_112470,PF3D7_0625900,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5,0.007,0.85,1.18,1,PbGEM-099647
PBANKA_1124900,PBANKA_112490,PF3D7_0626100,,"oxidoreductase, putative",Slow,0.46,6.4,0.002,0.38,0.54,2,PbGEM-043567
PBANKA_1125100,PBANKA_112510,PF3D7_0626300,FabB/FabF,"3-oxoacyl-acyl-carrier protein synthase, putative",Dispensable,1.08,3.9,0.021,0.79,1.36,2,PbGEM-043599
PBANKA_1125200,PBANKA_112520,PF3D7_0626400,,"Sec14 protein, putative",Essential,0.06,6.2,0.002,-0.04,0.15,2,PbGEM-300859
PBANKA_1125300,PBANKA_112530,PF3D7_0626500,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,5.4,0.004,0.84,1.11,2,PbGEM-043631
PBANKA_1125600,PBANKA_112560,PF3D7_0626800,,"pyruvate kinase, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-043672
PBANKA_1126100,PBANKA_112610,PF3D7_0627400,TIM22,"mitochondrial import inner membrane translocase subunit TIM22, putative",Essential,0.11,7.3,0.001,0.06,0.16,3,PbGEM-247646
PBANKA_1126200,PBANKA_112620,PF3D7_0627500,DJ1,"protein DJ-1, putative",Dispensable,0.93,6.3,0.002,0.84,1.01,1,PbGEM-043765
PBANKA_1126400,PBANKA_112640,PF3D7_0627700,,"transportin, putative",Essential,0.19,4.8,0.008,0.01,0.37,3,PbGEM-247776
PBANKA_1126500,PBANKA_112650,PF3D7_0627800,ACS,"acetyl-CoA synthetase, putative",Essential,0.1,5.2,0.005,-0.04,0.25,2,PbGEM-300979
PBANKA_1126700,PBANKA_112670,PF3D7_0628000,,"6-pyruvoyltetrahydropterin synthase, putative",Dispensable,0.92,5,0.007,0.76,1.09,2,PbGEM-342636
PBANKA_1126800,PBANKA_112680,PF3D7_0628100,,"HECT-domain (ubiquitin-transferase), putative",Slow,0.39,4,0.019,0.11,0.66,2,PbGEM-335467
PBANKA_1126900,PBANKA_112690,PF3D7_0628200,PK4,eukaryotic translation initiation factor 2-alpha kinase,Slow,0.82,5.4,0.005,0.68,0.95,5,PbGEM-099789
PBANKA_1127000,PBANKA_112700,PF3D7_0628300,CEPT,choline/ethanolaminephosphotransferase,Essential,0.35,3.9,0.02,0.07,0.63,2,PbGEM-248013
PBANKA_1127100,PBANKA_112710,PF3D7_0628400,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,7.4,0.001,0.99,1.08,2,PbGEM-043881
PBANKA_1127300,PBANKA_112730,PF3D7_0628600,,"conserved Plasmodium protein, unknown function",Slow,0.34,5.8,0.003,0.23,0.45,2,PbGEM-335483
PBANKA_1127500,PBANKA_112750,PF3D7_0628800,GATB,"glutamyl-tRNA(Gln) amidotransferase subunit B, putative",Essential,0.05,7,0.001,-0.01,0.11,1,PbGEM-538739
PBANKA_1127800,PBANKA_112780,PF3D7_0629200,,"DnaJ protein, putative",Slow,0.9,6.2,0.002,0.81,0.99,2,PbGEM-248353
PBANKA_1127900,PBANKA_112790,PF3D7_0628900,,"RAP protein, putative",Essential,0.06,8.2,0,0.03,0.09,2,PbGEM-335499
PBANKA_1128100,PBANKA_112810,PF3D7_0629300,PL,phospholipase;phosphatidylcholine-sterol acyltransferase,Dispensable,0.97,6.8,0.001,0.91,1.04,2,PbGEM-099883
PBANKA_1128500,PBANKA_112850,PF3D7_0629700,,"SET domain protein, putative",Essential,0.02,5.1,0.006,-0.14,0.18,2,PbGEM-248557
PBANKA_1128900,PBANKA_112890,PF3D7_0630100,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5.7,0.003,0.89,1.12,2,PbGEM-301306
PBANKA_1129000,PBANKA_112900,PF3D7_0630200,PSOP6,"secreted ookinete protein, putative",Dispensable,1.05,5.5,0.004,0.92,1.18,1,PbGEM-248759
PBANKA_1129100,PBANKA_112910,PF3D7_0630300,,"DNA polymerase epsilon catalytic subunit A, putative",Essential,0.34,3,0.049,-0.1,0.78,2,PbGEM-342644
PBANKA_1129200,PBANKA_112920,PF3D7_0630400,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,5.1,0.006,0.86,1.17,1,PbGEM-335547
PBANKA_1129300,PBANKA_112930,PF3D7_0630500,YTM1,"ribosome biogenesis protein YTM1, putative",Essential,0.09,7,0.001,0.03,0.15,2,PbGEM-335555
PBANKA_1129700,PBANKA_112970,PF3D7_0630900,HAS1,"ATP-dependent RNA helicase HAS1, putative",Essential,0.08,4.8,0.008,-0.1,0.27,1,PbGEM-100020
PBANKA_1129800,PBANKA_112980,PF3D7_0631000,,"tetratricopeptide repeat protein, putative",Dispensable,1.07,5.3,0.005,0.94,1.21,1,PbGEM-044263
PBANKA_1130100,PBANKA_113010,PF3D7_1353500,TFB4,"RNA polymerase II transcription factor B subunit 4, putative",Essential,0.39,2.7,0.065,-0.12,0.9,2,PbGEM-249203
PBANKA_1130200,PBANKA_113020,PF3D7_1353600,ERD2,"ER lumen protein retaining receptor, putative",Essential,0.1,3.8,0.022,-0.2,0.4,2,PbGEM-335611
PBANKA_1130900,PBANKA_113090,PF3D7_1354300,,"methyltransferase, putative",Essential,0.06,6.5,0.001,-0.01,0.14,2,PbGEM-538755
PBANKA_1131000,PBANKA_113100,PF3D7_1354400,,"V-type proton ATPase 21 kDa proteolipid subunit, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-301602
