GeneID,Old GeneID,Description,3D7 Gam Specific Transcription,3D7 Gam Specific Stabilization,Gametocyte transcription,Gametocyte stabilzation,mRNA Control,"Stage I-II transcript (Silvestrini et al., 2005)","Gametocyte transcript (Young et al., 2005)","Stage I-II transcript (Eksi et al., 2005)","Stage I-II transcript (Eksi et al., 2012)","Transcript downregulated in DOZI/CITH KO (Mair et al., 2010)","Stage II transcript enriched 2-fold (Lopez-Barragan et al., 2011)","Stage V tranascript enriched 2-fold (Lopez-Barragan et al., 2011)","Ookinete transcript enriched 20-fold (Lopez-Barragan et al., 2011)","Gameotcyte-Ookinete transcript present (Lopez-Barragan et al., 2011)","Stage I-II transcript in HP1off (Brancucci et al., 2014)","Stage I-II peptide (Silvestrini et al., 2010)","Stage V peptide (Silvestrini et al., 2010)","Male-Female Gametocyte Peptide (Tao et al., 2014)","Male-Female Stage V Gametocyte Peptide (Tao et al., 2014)",Times previously identified,Identified in this study,Previously identified as enriched,NEW,,
PF3D7_1149100.2,PF11_0508,"Plasmodium exported protein, unknown function",1.4708665,-0.677774,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_1345800,PF13_0243,"conserved Plasmodium protein, unknown function",-1.3602975,-0.6795535,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0936800,PFI1780w,"Plasmodium exported protein (PHISTc), unknown function",-1.204783,-0.6813755,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0107900,PFA0395w,"conserved Plasmodium protein, unknown function",-0.8919235,-0.6914875,,,,,,,,,√,√,,√,,,,,,3,NO,YES,,,
PF3D7_0627400,PFF1330c,"mitochondrial import inner membrane translocase subunit, putative",0.028753,-0.6929305,,,,,,,,,√,√,,√,,,,,,3,NO,YES,,,
PF3D7_1121600,PF11_0224,circumsporozoite-related antigen (CRA),0.351054,-0.7032415,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1455400,PF14_0528,"hemolysin, putative",-1.369602,-0.7097855,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1471000,PF14_0677,"RNA 3'-terminal phosphate cyclase-like protein, putative",-1.0037105,-0.711083,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0702400,PF07_0007,"conserved Plasmodium protein, unknown function",-1.324733,-0.712633,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1012900,PF10_0126,"conserved Plasmodium protein, unknown function",0.594792,-0.716324,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1234500,PFL1665c,"conserved Plasmodium protein, unknown function",0.03099,-0.7212055,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1037600,PF10_0369,"DNA repair helicase rad25, putative",-0.8898905,-0.725661,,,,,,,,,,,,√,,,,√,√,3,NO,YES,,,
PF3D7_1422400,PF14_0214,"conserved Plasmodium protein, unknown function",0.328126,-0.72813,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1445200,PF14_0429,"RNA helicase, putative",0.4912435,-0.733909,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0217700,PFB0826c,"conserved Plasmodium protein, unknown function",-0.8072965,-0.7414935,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_0209200,PFB0415c,"3'exoribonuclease, putative",0.6490355,-0.7417895,,,,,,,,,,,√,√,,,√,,,3,NO,YES,,,
PF3D7_0111600,PFA0560c,"conserved Plasmodium protein, unknown function",-1.0225175,-0.7491135,,,,,,,,,√,√,,√,,,,,,3,NO,YES,,,
PF3D7_0616400,PFF0795w,"conserved Plasmodium protein, unknown function",-0.3470005,-0.750783,,,,,,,,,,,,√,,,,√,√,3,NO,YES,,,
PF3D7_1469300,PF14_0661,"small subunit rRNA processing KH domain protein, putative",1.2015805,-0.7592175,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_0313400,PFC0560c,"conserved Plasmodium protein, unknown function",0.9935615,-0.761732,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_0512300,PFE0610c,CDK-activating kinase assembly factor (MAT1),1.0539925,-0.763631,√,,transcribed,,,,,,,√,√,√,,,,,,3,YES,YES,,,
PF3D7_0418400,PFD0890w,"conserved Plasmodium protein, unknown function",1.167148,-0.7787555,√,,transcribed,,,,,,,√,√,√,,,,,,3,YES,YES,,,
PF3D7_1206600,PFL0330c,"DNA-directed RNA polymerase III subunit, putative",0.0804785,-0.7800375,,,,,,,,,,,,√,,,,√,√,3,NO,YES,,,
PF3D7_0914600,PFI0715w,"zinc binding protein, putative",0.453766,-0.780552,,,,,,,,,√,√,,√,,,,,,3,NO,YES,,,
PF3D7_1016300,PF10_0159,glycophorin binding protein (GBP),-0.534908,-0.795056,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1245900,PFL2200w,"conserved Plasmodium protein, unknown function",-0.231632,-0.7972245,,,,,,,,,√,,,√,,√,,,,3,NO,YES,,,
PF3D7_1418300,PF14_0181,"calmodulin, putative",0.67903,-0.816268,,,,,,,,,√,,√,√,,,,,,3,NO,YES,,,
PF3D7_1353200,PF13_0276,membrane associated histidine-rich protein (MAHRP2),0.7620225,-0.822101,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1456800,PF14_0541,"V-type H( )-translocating pyrophosphatase, putative",-1.696514,-0.839673,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1143300,PF11_0445,"DNA-directed RNA polymerase I, putative",0.9723735,-0.8429915,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1237200,PFL1800w,"conserved Plasmodium protein, unknown function",1.013477,-0.8472365,√,,transcribed,,,,,,,,,√,,,√,√,,3,YES,YES,,,
PF3D7_0501000,PFE0050w,"Plasmodium exported protein, unknown function",0.320058,-0.850219,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1038000.1,PF10_0372-a,antigen UB05,-0.113324,-0.8602285,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1420700,PF14_0201,"surface protein, Pf113 (Pf113)",-1.081838,-0.8627035,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0525000,PFE1245w,"zinc finger protein, putative",1.24747,-0.862889,√,,transcribed,,,,,,,,√,√,√,,,,,3,YES,YES,,,
PF3D7_1330400.1,MAL13P1.163-a,"ER lumen protein retaining receptor 1, putative",0.2765455,-0.8720775,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1301700,MAL13P1.61,"Plasmodium exported protein (hyp8), unknown function (GEXP07)",1.5199195,-0.876607,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_0407300,PFD0360w,"transcription factor, putative",0.077355,-0.8785085,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_1332700,PF13_0177,"DEAD/DEAH box ATP-dependent RNA helicase, putative",-0.7750345,-0.8793995,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0407500,PFD0367w,"mitochondrial carrier protein, putative",0.38756,-0.8859065,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1445500,PF14_0432,"conserved Plasmodium protein, unknown function",-0.7421445,-0.8872855,,,,,,,,,,,√,√,,√,,,,3,NO,YES,,,
PF3D7_0311500,PFC0486c,"conserved Plasmodium protein, unknown function",-0.825437,-0.888847,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_0523000,PFE1150w,multidrug resistance protein (MDR1),-1.185411,-0.9112645,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0520600,PFE1035c,"BIS(5'-nucleosyl)-tetraphosphatase (diadenosine tetraphosphatase), putative",1.6414945,-0.9153765,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_1410200,PF14_0100,cytidine triphosphate synthetase,0.313267,-0.926778,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1302000,PF13_0076,"Plasmodium exported protein, unknown function",-1.2245925,-0.929675,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0702500,PF07_0008,"Plasmodium exported protein, unknown function",-0.6305645,-0.935495,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1125400,PF11_0265,"mitochondrial inner membrane translocase subunit tim44, putative",1.2998115,-0.9421045,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_1407900,PF14_0076,plasmepsin I (PMI),-1.105554,-0.942732,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0219400.1,PFB0888w-a,"ribosome associated membrane protein RAMP4, putative",1.3841245,-0.94691,√,,transcribed,,,,,,√,√,,√,,,,,,3,YES,YES,,,
PF3D7_0416600,PFD0805w,"prohibitin-like protein, putative",1.338888,-1.0410165,√,,transcribed,,,,,,√,√,,√,,,,,,3,YES,YES,,,
PF3D7_1471100,PF14_0678,exported protein 2 (EXP2),1.184299,-1.0432175,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_0402400,PFD0115c,"Plasmodium exported protein, unknown function (GEXP18)",0.6854715,-1.051815,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1353100,PF13_0275,"Plasmodium exported protein, unknown function",-0.7104735,-1.0552375,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0111700,PFA0565c,"conserved Plasmodium protein, unknown function",-0.5407225,-1.0573615,,,,,,,,,√,√,,√,,,,,,3,NO,YES,,,
PF3D7_0824400,MAL8P1.32,nucleoside transporter 2 (NT2),0.5183155,-1.058451,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_1001500,PF10_0019,early transcribed membrane protein 10.1 (ETRAMP10),1.767955,-1.081235,√,,transcribed,√,,,,,,,√,√,,,,,,3,YES,YES,,,
PF3D7_0716900,PF07_0070,"drug metabolite transporter, putative",1.1622955,-1.113563,√,,transcribed,,,,,,,√,√,√,,,,,,3,YES,YES,,,
PF3D7_0103200,PFA0160c,"nucleoside transporter, putative",0.718817,-1.1291925,,,,,,,,,,√,,√,,,√,,,3,NO,YES,,,
PF3D7_0501200,PFE0060w,parasite-infected erythrocyte surface protein (PIESP2),0.819983,-1.1314215,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0928600,PFI1405c,"conserved Plasmodium protein, unknown function",1.6814105,-1.1491095,√,,transcribed,,,,,,√,√,,√,,,,,,3,YES,YES,,,
PF3D7_0821500,PF08_0041,"ribosome biogenesis protein nep1 homologue, putative",-0.52829,-1.1596825,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_0310600.1,PFC0441c-a,"SAC3/GNAP family-related protein, putative",-1.6468085,-1.1759825,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0921800,PFI1070c,"nucleolar preribosomal assembly protein, putative",-0.834611,-1.183407,,,,,,,,,,√,√,√,,,,,,3,NO,YES,,,
PF3D7_1148700,PF11_0503,"Plasmodium exported protein (PHISTc), unknown function (GEXP12)",0.4866715,-1.211591,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0925900,PFI1270w,"conserved Plasmodium protein, unknown function",1.057908,-1.228182,√,,transcribed,,,,,,,,,√,,√,√,,,3,YES,YES,,,
PF3D7_0831700,MAL7P1.228,"heat shock protein 70, putative (HSP70-x)",0.1179925,-1.3280835,,,,,,,,,,,,√,,√,√,,,3,NO,YES,,,
PF3D7_0503600,PFE0175c,myosin B (MyoB),-2.4797245,2.2283685,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1455300,PF14_0527,"conserved Plasmodium protein, unknown function",-2.002545,2.050238,,√,stabilized,√,,,,,,,,√,,,,,,2,YES,YES,,,
PF3D7_1133400,PF11_0344,apical membrane antigen 1 (AMA1),0.3316445,2.039982,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0618000,PFF0870w,"conserved Plasmodium membrane protein, unknown function",-2.534033,2.0276975,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1026600,PF10_0262,"conserved Plasmodium protein, unknown function",-0.9675745,1.837888,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0818100,MAL8P1.70,"zinc finger protein, putative",0.5236545,1.8371415,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1251200,PFL2460w,coronin,-1.7921445,1.826119,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0930300,PFI1475w,merozoite surface protein 1 (MSP1),-2.561644,1.6927495,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
mal_mito_3,mal_mito_3,apocytochrome b (cyb),0.1845925,1.603838,,√,stabilized,,,,,,√,,,√,,,,,,2,YES,YES,,,
PF3D7_1125700,PF11_0267,"kelch protein, putative",0.4242865,1.595352,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1218000,PFL0870w,thrombospondin-related apical membrane protein (PTRAMP),0.7211635,1.5561055,,√,stabilized,√,,,,,,,,√,,,,,,2,YES,YES,,,
PF3D7_0506900,PFE0340c,rhomboid protease ROM4 (ROM4),-1.3413465,1.427928,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0707300,MAL7P1.208,rhoptry-associated membrane antigen (RAMA),-1.997501,1.3802895,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0817600,PF08_0058,"conserved Plasmodium protein, unknown function",-1.698087,1.3758175,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1140400,PF11_0415,"conserved Plasmodium protein, unknown function",-4.828442,1.308329,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0722200,MAL7P1.119,rhoptry-associated leucine zipper-like protein 1 (RALP1),-1.988166,1.2914305,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1320700,PF13_0120,"conserved Plasmodium protein, unknown function",-1.597349,1.2789525,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1332200,PF13_0173,"conserved Plasmodium protein, unknown function",-1.1365595,1.2776,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1030200,PF10_0295,"conserved Plasmodium protein, unknown function",-0.6118145,1.2240965,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0216700.1,PFB0765w,"conserved Plasmodium protein, unknown function",-0.719688,1.151546,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1025900,PF10_0254,"conserved Plasmodium protein, unknown function",-0.314855,1.121994,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1341500,PF13_0225,"conserved Plasmodium protein, unknown function",-2.102615,1.0868405,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1129300,PF11_0304,"conserved Plasmodium protein, unknown function",-0.8926075,1.05892,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1461400,PF14_0586,"conserved Plasmodium protein, unknown function",-2.629765,1.057395,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1430200,PF14_0281,plasmepsin IX,-1.238412,1.0564655,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_0817700,MAL8P1.73,rhoptry neck protein 5 (RON5),-1.720823,1.0403705,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1318700,MAL13P1.102,"conserved Plasmodium protein, unknown function",-1.0265985,1.0073955,,√,stabilized,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1141300,PF11_0424,"conserved Plasmodium protein, unknown function",-1.485501,0.9717765,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_0908500,PFI0410c,"conserved Plasmodium protein, unknown function",-1.664754,0.9476435,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1016000,PF10_0156,"conserved Plasmodium protein, unknown function",-0.4557875,0.9212345,,,,√,,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_1136700.1,PF11_0379,"conserved Plasmodium protein, unknown function",0.1991665,0.914558,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1209500.2,PFL0475w,cGMP-specific phosphodiesterase (PDEalphaB),-1.0977455,0.913748,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_0806300,MAL8P1.134,"ferlin like protein, putative",-0.8671305,0.8951645,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1031200,PF10_0306,MORN repeat-containing protein 1 (MORN1),-2.2357435,0.8874045,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1366100,MAL13P1.331,"conserved Plasmodium protein, unknown function",-1.1679415,0.8827695,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0419700,PFD0955w,apical merozoite protein (Pf34),-0.97217,0.866813,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_1012200,PF10_0119,"conserved Plasmodium protein, unknown function",-0.2804135,0.861037,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0408600,PFD0425w,"sporozoite invasion-associated protein 1, putative (SIAP-1)",0.1601585,0.8582135,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_1017100,PF10_0166,"conserved Plasmodium protein, unknown function",-0.580555,0.8564435,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1230100,PFL1450c,"conserved Plasmodium protein, unknown function",-0.7848145,0.8535645,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1344300,MAL13P1.405,"conserved protein, unknown function",-3.2416265,0.840049,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_0308100,PFC0345w,"conserved Plasmodium protein, unknown function",-0.455921,0.83562,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0420300,PFD0985w,transcription factor with AP2 domain(s) (ApiAP2),-1.7423705,0.8297865,,,,√,,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_0918700,PFI0915w,"conserved Plasmodium protein, unknown function",0.6251925,0.829235,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1139700,PF11_0407,"adrenodoxin reductase, putative",-1.354452,0.823443,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0303400,PFC0160w,palmitoyl transferase (AnkDHHC),-1.1790875,0.8143345,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_0802100,MAL8P1.153,transcription factor with AP2 domain(s) (ApiAP2),-1.8252965,0.791365,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1243300,PFL2080c,"conserved Plasmodium protein, unknown function",0.7507845,0.763574,√,,transcribed,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1247500,PFL2280w,"serine/threonine protein kinase, putative",-2.3681195,0.7571555,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_0613300,PFF0645c,"integral membrane protein, putative",-0.8992215,0.728326,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0522600,PFE1130w,"conserved protein, unknown function",-1.9081015,0.7011645,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1122700,PF11_0238,"conserved Plasmodium protein, unknown function",-2.532715,0.6864615,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1451700,PF14_0492,"protein phosphatase 2b regulatory subunit, putative",-1.63272,0.676919,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1417400,PF14_0173,"cyclic nucleotide-binding protein, putative, pseudogene (cNBP)",-0.506329,0.666409,,,,√,,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_1213500,PFL0655w,"conserved Plasmodium membrane protein, unknown function",0.7774245,0.6638735,√,,transcribed,,,,,,√,,,√,,,,,,2,YES,YES,,,
PF3D7_1348000,MAL13P1.240,"conserved Plasmodium protein, unknown function",-0.233462,0.622863,√,,transcribed,,,,,,,,,√,,,√,,,2,YES,YES,,,
PF3D7_1023000,PF10_0223,"conserved Plasmodium membrane protein, unknown function",-0.599204,0.611799,,,,,,,,,√,,,√,,,,,,2,NO,YES,,,
PF3D7_1362800,MAL13P1.315,"conserved Plasmodium protein, unknown function",-1.367164,0.6025155,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1237900,PFL1835w,"conserved Plasmodium protein, unknown function",-0.7356185,0.6008305,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_1469600,PF14_0664,"biotin carboxylase subunit of acetyl CoA carboxylase, putative (ACC1)",-0.0678205,0.5926865,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1327400,PF13_0160,"conserved Plasmodium protein, unknown function",-0.6171895,0.57773,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_1453100,PF14_0505,"conserved Plasmodium protein, unknown function",-0.2906665,0.561335,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1118700,PF11_0193,"conserved Plasmodium protein, unknown function",-0.2482205,0.5441805,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1417000,PF14_0168,"conserved Plasmodium protein, unknown function",0.805833,0.5393745,√,,transcribed,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1321600,MAL13P1.119,"phosphodiesterase gamma, putative (PDEgamma)",1.158762,0.533659,√,,transcribed,√,,,,,,,,√,,,,,,2,YES,YES,,,
PF3D7_1142300,PF11_0435,"conserved Plasmodium membrane protein, unknown function",-1.342521,0.5162845,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1243900,PFL2110c,double C2-like domain-containing protein (DOC2),-0.054193,0.510215,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0715300,MAL7P1.73,"calcium/calmodulin-dependent protein kinase, putative",-1.6466635,0.505862,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_0919500,PFI0955w,"sugar transporter, putative",0.3262995,0.504033,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_1245500,PFL2185w,"conserved Plasmodium protein, unknown function",-0.8805185,0.4884305,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_1142900,PF11_0441,"conserved Plasmodium protein, unknown function",-0.126995,0.485538,,,,,√,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_0405900,PFD0295c,apical sushi protein (ASP),0.943183,0.4819195,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1350600,MAL13P1.254,"conserved Plasmodium protein, unknown function",0.2941045,0.4704895,,,,,,,,,√,,,√,,,,,,2,NO,YES,,,
PF3D7_0321100,PFC0930c,"conserved Plasmodium protein, unknown function",-0.190752,0.4662295,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1014000,PF10_0137,"GDP-fucose synthase, putative",-0.1130445,0.446157,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PFC10_API0028,PFC10_API0028,elongation factor (tufA),-2.6778225,0.4283415,,,,,,,,,√,,,√,,,,,,2,NO,YES,,,
PF3D7_1028200,PF10_0276,"zinc finger, C3HC4 type, putative",0.1172125,0.422851,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0104800,PFA0245w,novel putative transporter 1 (NPT1),-2.4184315,0.409957,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_0826200,PF08_0022,"conserved Plasmodium protein, unknown function",-0.0499555,0.402534,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_0317100,PFC0750w,"conserved Plasmodium protein, unknown function",0.2519575,0.401472,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_1407200,PF14_0069,"conserved Plasmodium protein, unknown function",-1.6317905,0.3869115,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0407600,PFD0375w,"conserved Plasmodium protein, unknown function",0.8355715,0.3854895,√,,transcribed,,,,,,,√,,√,,,,,,2,YES,YES,,,
PF3D7_0911800,PFI0575c,"conserved Plasmodium protein, unknown function",-0.1331165,0.3819885,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1024000,PF10_0233,"conserved Plasmodium protein, unknown function",0.4784085,0.3748315,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_0815800,MAL8P1.82,"vacuolar sorting protein VPS9, putative",-1.244691,0.362505,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_1432300,PF14_0304,"conserved Plasmodium protein, unknown function",-1.5267245,0.3565775,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_0104300,PFA0220w,"ubiquitin carboxyl-terminal hydrolase, putative",-0.375074,0.356253,,,,√,,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_0608900,PFF0440w,"conserved Plasmodium protein, unknown function",-1.20459,0.354314,,,,,,,,,,√,,√,,,,,,2,NO,YES,,,
PF3D7_0413500,PFD0660w,phosphoglucomutase-2 (PGM2),-0.353344,0.3490865,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_1139600,PF11_0406,"conserved Plasmodium protein, unknown function",0.9967575,0.3354325,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1312000,PF13_0066,malonyl CoA-acyl carrier protein transacylase precursor (MCAT),0.6757785,0.322953,√,,transcribed,,√,,,,,,,√,,,,,,2,YES,YES,,,
PF3D7_0807700,MAL8P1.126,"serine protease, putative",-0.45624,0.310509,,,,√,,,,,,,,√,,,,,,2,NO,YES,,,
PF3D7_1342500,MAL13P1.212,sporozoite protein essential for cell traversal (SPECT),-0.720507,0.309914,,,,,,,,,√,,,√,,,,,,2,NO,YES,,,
PF3D7_1238200,PFL1850c,"conserved Plasmodium protein, unknown function",2.3120755,0.305002,√,,transcribed,,,,,,√,,,√,,,,,,2,YES,YES,,,
PF3D7_1031800,PF10_0312,"conserved Plasmodium protein, unknown function",-0.4156955,0.302659,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1207400,PFL0370w,"conserved Plasmodium protein, unknown function",0.938573,0.293246,√,,transcribed,,,,,,,,√,√,,,,,,2,YES,YES,,,
PF3D7_1242000,PFL2020c,"conserved Plasmodium protein, unknown function",-0.798358,0.291777,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_1028900,PF10_0283,"conserved Plasmodium protein, unknown function",-0.390945,0.285556,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1413500,PF14_0133,FeS assembly ATPase SufC (SufC),-0.66674,0.2836425,,,,,,,,,,,,√,,√,,,,2,NO,YES,,,
PF3D7_0310400,PFC0435w,parasite-infected erythrocyte surface protein (PIESP1),-0.885722,0.280328,,,,,,,,,,,√,√,,,,,,2,NO,YES,,,
PF3D7_1356900,MAL13P1.279,protein kinase 5 (PK5),-0.2154335,0.275381,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
PF3D7_0530200,PFE1510c,triose phosphate transporter (iTPT),-1.8860135,0.2752995,,,,,,,,,,,,√,,,√,,,2,NO,YES,,,
